rule
∅ -> h / ⋊ a __ t͡s ɨ ⋉
ɨ -> i / ⋊ a t͡s __ ⋉
∅ -> a / ⋊ a t͡s ɨ __ ⋉
∅ -> m / ⋊ a t͡s ɨ __ ⋉
∅ -> a / ⋊ a t͡s ɨ __ ⋉
ɨ̃ -> ɨ / ⋊ __ kʷˀ e ⋉
kʷˀ -> ɡ / ⋊ ɨ̃ __ e ⋉
e -> ɨ / ⋊ ɨ̃ kʷˀ __ ⋉
∅ -> ɾ / ⋊ k ũ __ ⋉
∅ -> ĩ / ⋊ k ũ __ ⋉
kʷ -> k / ⋊ __ ɨ tˀ e ⋉
ɨ -> o / ⋊ kʷ __ tˀ e ⋉
tˀ -> ɾ / ⋊ kʷ ɨ __ e ⋉
pˀ -> b / ⋊ __ ɨ p ɨ ⋉
p -> b / ⋊ pˀ ɨ __ ɨ ⋉
pˀ -> m / ⋊ __ ã t͡s ã ⋉
∅ -> ɾ / ⋊ p u __ ⋉
∅ -> i / ⋊ p u __ ⋉
ɨ -> i / ⋊ s __ ˀj o ⋉
ˀj -> j / ⋊ s ɨ __ o ⋉
o -> u / ⋊ s ɨ ˀj __ ⋉
õ -> ũ / ⋊ t͡ʃ __ pˀ ɨ ⋉
pˀ -> m / ⋊ t͡ʃ õ __ ɨ ⋉
ɨ -> ũ / ⋊ t͡ʃ õ pˀ __ ⋉
t͡s -> t / ⋊ __ i tː a ⋉
tː -> t / ⋊ t͡s i __ a ⋉
t͡s -> d / ⋊ __ ɨ p o ⋉
o -> ɨ / ⋊ t͡s ɨ p __ ⋉
∅ -> d / ⋊ __ t͡s ɨ s e o ⋉
∅ -> i / ⋊ __ t͡s ɨ s e o ⋉
ɨ -> ∅ / ⋊ t͡s __ s e o ⋉
s -> ∅ / ⋊ t͡s ɨ __ e o ⋉
e -> i / ⋊ t͡s ɨ s __ o ⋉
o -> ∅ / ⋊ t͡s ɨ s e __ ⋉
t͡s -> s / ⋊ __ ã s a ⋉
a -> ã / ⋊ t͡s ã s __ ⋉
ẽ -> e / ⋊ t͡s __ s e ⋉
s -> t͡s / ⋊ t͡s ẽ __ e ⋉
ɨ̃ -> ɨ / ⋊ t͡s __ pˀ e ⋉
pˀ -> m / ⋊ t͡s ɨ̃ __ e ⋉
e -> ɨ / ⋊ t͡s ɨ̃ pˀ __ ⋉
ɨ -> e / ⋊ t͡s __ s i ⋉
i -> ɨ / ⋊ t͡s ɨ s __ ⋉
s -> t͡s / ⋊ t͡s u __ i ⋉
∅ -> ɡ / ⋊ t͡s u s i __ ⋉
∅ -> a / ⋊ t͡s u s i __ ⋉
ĩ -> i / ⋊ w __ n o ⋉
o -> e / ⋊ w ĩ n __ ⋉
kˀ -> ɡ / ⋊ __ ɨ̃ t a ⋉
ɨ̃ -> ɨ / ⋊ kˀ __ t a ⋉
t -> ɾ / ⋊ kˀ ɨ̃ __ a ⋉
a -> ɨ / ⋊ kˀ ɨ̃ t __ ⋉
