Number	Proto	Context	Reflexes	Source	Target
16	pʔ	#_V*p	b,h,p	ph	h
16	pʔ	#_V*p	b,h,p	p	h
17	pʔ	V_V	b,h,p,vʔp	pʔ	p
17	pʔ	V_V	b,h,p,vʔp	p	ph
17	pʔ	V_V	b,h,p,vʔp	ph	h
17	pʔ	V_V	b,h,p,vʔp	p	h
17	pʔ	V_V	b,h,p,vʔp	pʔ	vʔp
17	pʔ	V_V	b,h,p,vʔp	vʔp	p
17	pʔ	V_V	b,h,p,vʔp	vʔp	vʔb
17	pʔ	V_V	b,h,p,vʔp	vʔb	b
17	pʔ	V_V	b,h,p,vʔp	pʔ	b
18	pʔ	~V_V	b,h,vʔb	pʔ	p
18	pʔ	~V_V	b,h,vʔb	p	ph
18	pʔ	~V_V	b,h,vʔb	ph	h
18	pʔ	~V_V	b,h,vʔb	p	h
18	pʔ	~V_V	b,h,vʔb	pʔ	vʔp
18	pʔ	~V_V	b,h,vʔb	vʔp	vʔb
18	pʔ	~V_V	b,h,vʔb	vʔb	b
18	pʔ	~V_V	b,h,vʔb	pʔ	b
19	s	#_	h,s,t∫	s	s
19	s	#_	h,s,t∫	s	h
19	s	#_	h,s,t∫	s	ts
19	s	#_	h,s,t∫	ts	t∫
19	s	#_	h,s,t∫	ts	h
19	s	#_	h,s,t∫	t∫	h
20	s	V_V	h,s,t∫	s	s
20	s	V_V	h,s,t∫	s	h
20	s	V_V	h,s,t∫	s	ts
20	s	V_V	h,s,t∫	ts	t∫
20	s	V_V	h,s,t∫	ts	h
20	s	V_V	h,s,t∫	t∫	h
21	t	#_	t,th	t	t
21	t	#_	t,th	t	th
22	t	V_V	d,t,th	t	t
22	t	V_V	d,t,th	t	th
22	t	V_V	d,t,th	t	d
23	t	~V_V	d,n,t,th	t	t
23	t	~V_V	d,n,t,th	t	th
23	t	~V_V	d,n,t,th	t	d
23	t	~V_V	d,n,t,th	d	n
24	ts	#_	h,j,s,t,ts	ts	ts
24	ts	#_	h,j,s,t,ts	ts	s
24	ts	#_	h,j,s,t,ts	ts	t∫
24	ts	#_	h,j,s,t,ts	ts	t
24	ts	#_	h,j,s,t,ts	t∫	t
24	ts	#_	h,j,s,t,ts	ts	h
24	ts	#_	h,j,s,t,ts	s	h
24	ts	#_	h,j,s,t,ts	t∫	h
24	ts	#_	h,j,s,t,ts	ts	dz
24	ts	#_	h,j,s,t,ts	dz	j
24	ts	#_	h,j,s,t,ts	t∫	dʒ
24	ts	#_	h,j,s,t,ts	dʒ	j
24	ts	#_	h,j,s,t,ts	dz	h
24	ts	#_	h,j,s,t,ts	dʒ	h
25	ts	V_V	h,s,t,ts,t∫	ts	s
25	ts	V_V	h,s,t,ts,t∫	ts	t∫
25	ts	V_V	h,s,t,ts,t∫	ts	t
25	ts	V_V	h,s,t,ts,t∫	t∫	t
25	ts	V_V	h,s,t,ts,t∫	ts	h
25	ts	V_V	h,s,t,ts,t∫	s	h
25	ts	V_V	h,s,t,ts,t∫	t∫	h
26	tsʔ	#_	h,j,sʔ	tsʔ	sʔ
26	tsʔ	#_	h,j,sʔ	tsʔ	dzʔ
26	tsʔ	#_	h,j,sʔ	dzʔ	d
26	tsʔ	#_	h,j,sʔ	dzʔ	dz
26	tsʔ	#_	h,j,sʔ	dz	d
26	tsʔ	#_	h,j,sʔ	dz	j
26	tsʔ	#_	h,j,sʔ	dz	dʒ
26	tsʔ	#_	h,j,sʔ	dʒ	j
26	tsʔ	#_	h,j,sʔ	dz	h
26	tsʔ	#_	h,j,sʔ	tsʔ	h
26	tsʔ	#_	h,j,sʔ	dʒ	h
27	tsʔ	#_i	d,h,j,l,r,sʔ	tsʔ	sʔ
27	tsʔ	#_i	d,h,j,l,r,sʔ	tsʔ	dzʔ
27	tsʔ	#_i	d,h,j,l,r,sʔ	dzʔ	dz
27	tsʔ	#_i	d,h,j,l,r,sʔ	dz	d
27	tsʔ	#_i	d,h,j,l,r,sʔ	dz	j
27	tsʔ	#_i	d,h,j,l,r,sʔ	dz	dʒ
27	tsʔ	#_i	d,h,j,l,r,sʔ	dʒ	j
27	tsʔ	#_i	d,h,j,l,r,sʔ	dz	h
27	tsʔ	#_i	d,h,j,l,r,sʔ	tsʔ	h
27	tsʔ	#_i	d,h,j,l,r,sʔ	dʒ	h
27	tsʔ	#_i	d,h,j,l,r,sʔ	d	r
27	tsʔ	#_i	d,h,j,l,r,sʔ	d	l
27	tsʔ	#_i	d,h,j,l,r,sʔ	r	l
28	tt	V_V	t,th,t∫	tt	t
28	tt	V_V	t,th,t∫	tt	th
28	tt	V_V	t,th,t∫	tt	t∫
28	tt	V_V	t,th,t∫	t	th
28	tt	V_V	t,th,t∫	t	t∫
29	tʔ	#_	d,l,r,ɖ	tʔ	ɖ
29	tʔ	#_	d,l,r,ɖ	ɖ	r
29	tʔ	#_	d,l,r,ɖ	tʔ	d
29	tʔ	#_	d,l,r,ɖ	d	r
29	tʔ	#_	d,l,r,ɖ	tʔ	ʔd
29	tʔ	#_	d,l,r,ɖ	ʔd	d
29	tʔ	#_	d,l,r,ɖ	r	l
30	tʔ	V_V	d,l,t,th,vʔt	tʔ	t
30	tʔ	V_V	d,l,t,th,vʔt	t	th
30	tʔ	V_V	d,l,t,th,vʔt	tʔ	vʔt
30	tʔ	V_V	d,l,t,th,vʔt	vʔt	t
30	tʔ	V_V	d,l,t,th,vʔt	tʔ	d
30	tʔ	V_V	d,l,t,th,vʔt	vʔt	d
30	tʔ	V_V	d,l,t,th,vʔt	d	l
31	tʔ	~V_V	d,n,t,vʔd,vʔr	tʔ	t
31	tʔ	~V_V	d,n,t,vʔd,vʔr	tʔ	vʔd
31	tʔ	~V_V	d,n,t,vʔd,vʔr	vʔd	vʔr
31	tʔ	~V_V	d,n,t,vʔd,vʔr	vʔd	d
31	tʔ	~V_V	d,n,t,vʔd,vʔr	d	n
32	t∫	#_	h,s,t,t∫	t∫	t∫
32	t∫	#_	h,s,t,t∫	t∫	t
32	t∫	#_	h,s,t,t∫	t∫	s
32	t∫	#_	h,s,t,t∫	t∫	h
32	t∫	#_	h,s,t,t∫	s	h
33	w		w,b	w	w
33	w		w,b	w	b
34	ʔ		h,∅,ʔ	ʔ	ʔ
34	ʔ		h,∅,ʔ	ʔ	h
34	ʔ		h,∅,ʔ	ʔ	∅
