ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Desano-141-yam-1-1,Desano-141-yam-1,ɲ.ã.ʔm.õ,141-yam-17,false,expert,Chacon2014,ɲ ã ˀm õ,expert,Chacon2014
Karapan-141-yam-1-1,Karapan-141-yam-1,ɲ.ã.m.õ,141-yam-17,false,expert,Chacon2014,ɲ ã m õ,expert,Chacon2014
Koreguahe-141-yam-1-1,Koreguahe-141-yam-1,ɲ.ã.h.o,141-yam-17,false,expert,Chacon2014,ɲ ã h o,expert,Chacon2014
Kubeo-141-yam-1-1,Kubeo-141-yam-1,ɲ.ã.m.ũ,141-yam-17,false,expert,Chacon2014,ɲ ã m ũ,expert,Chacon2014
Kueretu-141-yam-1-1,Kueretu-141-yam-1,j.a.u,141-yam-17,false,expert,Chacon2014,j a - u,expert,Chacon2014
Maihiki-141-yam-1-1,Maihiki-141-yam-1,ɲ.ã.h.o,141-yam-17,false,expert,Chacon2014,ɲ ã h o,expert,Chacon2014
Siona-141-yam-1-1,Siona-141-yam-1,ɲ.ã.h.o,141-yam-17,false,expert,Chacon2014,ɲ ã h o,expert,Chacon2014
Tanimuka-141-yam-1-1,Tanimuka-141-yam-1,ɲ.ã.ʔm.ũ,141-yam-17,false,expert,Chacon2014,ɲ ã ˀm ũ,expert,Chacon2014
Tukano-141-yam-1-1,Tukano-141-yam-1,ɲ.ã.ʔm.ũ,141-yam-17,false,expert,Chacon2014,ɲ ã ˀm ũ,expert,Chacon2014
Tuyuka-141-yam-1-1,Tuyuka-141-yam-1,ɲ.ã.m.ũ,141-yam-17,false,expert,Chacon2014,ɲ ã m ũ,expert,Chacon2014
Wanano-141-yam-1-1,Wanano-141-yam-1,ɲ.ã.ʔm.ũ,141-yam-17,false,expert,Chacon2014,ɲ ã ˀm ũ,expert,Chacon2014
Prototucanoan-141-yam-1-1,Prototucanoan-141-yam-1,ɲ.ã.pʔ.o,141-yam-17,false,expert,Chacon2014,ɲ ã pˀ o,expert,Chacon2014
Barasano-18-caradioscoreaalata-1-1,Barasano-18-caradioscoreaalata-1,ɲ.ã.h.ĩ,18-caradioscoreaalata-18,false,expert,Chacon2014,ɲ ã h ĩ ( - - ),expert,Chacon2014
Desano-18-caradioscoreaalata-1-1,Desano-18-caradioscoreaalata-1,ɲ.ã.p.ĩ,18-caradioscoreaalata-18,false,expert,Chacon2014,ɲ ã p ĩ ( - - ),expert,Chacon2014
Karapan-18-caradioscoreaalata-1-1,Karapan-18-caradioscoreaalata-1,ɲ.ã.p.ĩ,18-caradioscoreaalata-18,false,expert,Chacon2014,ɲ ã p ĩ ( - - ),expert,Chacon2014
Koreguahe-18-caradioscoreaalata-1-1,Koreguahe-18-caradioscoreaalata-1,j.a.h.i,18-caradioscoreaalata-18,false,expert,Chacon2014,j a h i ( - - ),expert,Chacon2014
Kubeo-18-caradioscoreaalata-1-1,Kubeo-18-caradioscoreaalata-1,ɲ.ã.p.ĩ,18-caradioscoreaalata-18,false,expert,Chacon2014,ɲ ã p ĩ ( - - ),expert,Chacon2014
Kueretu-18-caradioscoreaalata-1-1,Kueretu-18-caradioscoreaalata-1,j.a.h.i.r.i,18-caradioscoreaalata-18,false,expert,Chacon2014,j a h i ( ɾ i ),expert,Chacon2014
Sekoya-18-caradioscoreaalata-1-1,Sekoya-18-caradioscoreaalata-1,j.a.h.i,18-caradioscoreaalata-18,false,expert,Chacon2014,j a h i ( - - ),expert,Chacon2014
Tanimuka-18-caradioscoreaalata-1-1,Tanimuka-18-caradioscoreaalata-1,ɲ.ã.ʔp.ĩ,18-caradioscoreaalata-18,false,expert,Chacon2014,ɲ ã ˀp ĩ ( - - ),expert,Chacon2014
Tukano-18-caradioscoreaalata-1-1,Tukano-18-caradioscoreaalata-1,ɲ.ã.p.ĩ,18-caradioscoreaalata-18,false,expert,Chacon2014,ɲ ã p ĩ ( - - ),expert,Chacon2014
Wanano-18-caradioscoreaalata-1-1,Wanano-18-caradioscoreaalata-1,ɲ.ã.p.ĩ,18-caradioscoreaalata-18,false,expert,Chacon2014,ɲ ã p ĩ ( - - ),expert,Chacon2014
Prototucanoan-18-caradioscoreaalata-1-1,Prototucanoan-18-caradioscoreaalata-1,j.a.p.i,18-caradioscoreaalata-18,false,expert,Chacon2014,j a p i ( - - ),expert,Chacon2014
Barasano-52-grandfather-1-1,Barasano-52-grandfather-1,ɲ.ĩ.k.ɨ̃,52-grandfather-19,false,expert,Chacon2014,ɲ ĩ k ɨ̃ ( - - ),expert,Chacon2014
Desano-52-grandfather-1-1,Desano-52-grandfather-1,ɲ.ẽ.k.ɨ̃,52-grandfather-19,false,expert,Chacon2014,ɲ ẽ k ɨ̃ ( - - ),expert,Chacon2014
Karapan-52-grandfather-1-1,Karapan-52-grandfather-1,ɲ.ĩ.k.ɨ̃,52-grandfather-19,false,expert,Chacon2014,ɲ ĩ k ɨ̃ ( - - ),expert,Chacon2014
Koreguahe-52-grandfather-1-1,Koreguahe-52-grandfather-1,j.ẽ.k.u.ɨ,52-grandfather-19,false,expert,Chacon2014,j ẽ k u ( ɨ - ),expert,Chacon2014
Kubeo-52-grandfather-1-1,Kubeo-52-grandfather-1,ɲ.ẽ.k.ũ.j.o,52-grandfather-19,false,expert,Chacon2014,ɲ ẽ k ũ ( j o ),expert,Chacon2014
Maihiki-52-grandfather-1-1,Maihiki-52-grandfather-1,j.ẽ.k.ɨ,52-grandfather-19,false,expert,Chacon2014,j ẽ k ɨ ( - - ),expert,Chacon2014
Tukano-52-grandfather-1-1,Tukano-52-grandfather-1,ɲ.ẽ.k.ɨ̃,52-grandfather-19,false,expert,Chacon2014,ɲ ẽ k ɨ̃ ( - - ),expert,Chacon2014
Tuyuka-52-grandfather-1-1,Tuyuka-52-grandfather-1,ɲ.ẽ.k.ɨ̃,52-grandfather-19,false,expert,Chacon2014,ɲ ẽ k ɨ̃ ( - - ),expert,Chacon2014
Wanano-52-grandfather-1-1,Wanano-52-grandfather-1,ɲ.ɨ̃.t∫.ɨ̃,52-grandfather-19,false,expert,Chacon2014,ɲ ɨ̃ tʃ ɨ̃ ( - - ),expert,Chacon2014
Prototucanoan-52-grandfather-1-1,Prototucanoan-52-grandfather-1,j.ẽ.kk.u,52-grandfather-19,false,expert,Chacon2014,j ẽ kː u ( - - ),expert,Chacon2014
Barasano-73-land-1-1,Barasano-73-land-1,j.e.b.a,73-land-20,false,expert,Chacon2014,j e b a,expert,Chacon2014
Desano-73-land-1-1,Desano-73-land-1,j.e.b.a,73-land-20,false,expert,Chacon2014,j e b a,expert,Chacon2014
Karapan-73-land-1-1,Karapan-73-land-1,j.e.p.a,73-land-20,false,expert,Chacon2014,j e p a,expert,Chacon2014
Koreguahe-73-land-1-1,Koreguahe-73-land-1,j.e.h.a,73-land-20,false,expert,Chacon2014,j e h a,expert,Chacon2014
Kubeo-73-land-1-1,Kubeo-73-land-1,j.i.b.a,73-land-20,false,expert,Chacon2014,j i b a,expert,Chacon2014
Maihiki-73-land-1-1,Maihiki-73-land-1,j.i.h.a,73-land-20,false,expert,Chacon2014,j i h a,expert,Chacon2014
Sekoya-73-land-1-1,Sekoya-73-land-1,j.e.h.a,73-land-20,false,expert,Chacon2014,j e h a,expert,Chacon2014
Siona-73-land-1-1,Siona-73-land-1,j.i.h.a,73-land-20,false,expert,Chacon2014,j i h a,expert,Chacon2014
Tukano-73-land-1-1,Tukano-73-land-1,j.e.ʔp.a,73-land-20,false,expert,Chacon2014,j e ˀp a,expert,Chacon2014
Wanano-73-land-1-1,Wanano-73-land-1,j.a.ʔp.a,73-land-20,false,expert,Chacon2014,j a ˀp a,expert,Chacon2014
Prototucanoan-73-land-1-1,Prototucanoan-73-land-1,j.e.pʔ.a,73-land-20,false,expert,Chacon2014,j e pˀ a,expert,Chacon2014
Koreguahe-84-mouth2-1-1,Koreguahe-84-mouth2-1,j.i.ʔ.o.b.o,84-mouth2-21,false,expert,Chacon2014,j i ʔ o ( b o ),expert,Chacon2014
Maihiki-84-mouth2-1-1,Maihiki-84-mouth2-1,j.o,84-mouth2-21,false,expert,Chacon2014,j - - o ( - - ),expert,Chacon2014
Sekoya-84-mouth2-1-1,Sekoya-84-mouth2-1,j.ɨ.ʔ.o,84-mouth2-21,false,expert,Chacon2014,j ɨ ʔ o ( - - ),expert,Chacon2014
Siona-84-mouth2-1-1,Siona-84-mouth2-1,j.i.ʔ.o.b.o,84-mouth2-21,false,expert,Chacon2014,j i ʔ o ( b o ),expert,Chacon2014
Prototucanoan-84-mouth2-1-1,Prototucanoan-84-mouth2-1,j.ɨ.ʔ.o,84-mouth2-21,false,expert,Chacon2014,j ɨ ʔ o ( - - ),expert,Chacon2014
Barasano-69-kapok-1-1,Barasano-69-kapok-1,j.ɨ.t.a,69-kapok-22,false,expert,Chacon2014,j - ɨ t a - -,expert,Chacon2014
Desano-69-kapok-1-1,Desano-69-kapok-1,j.u.d.a,69-kapok-22,false,expert,Chacon2014,j - u d a - -,expert,Chacon2014
Karapan-69-kapok-1-1,Karapan-69-kapok-1,j.i.t.a,69-kapok-22,false,expert,Chacon2014,j - i t a - -,expert,Chacon2014
Koreguahe-69-kapok-1-1,Koreguahe-69-kapok-1,o.j.a,69-kapok-147,false,expert,Chacon2014,o j a - - ( - - ),expert,Chacon2014
Kubeo-69-kapok-1-1,Kubeo-69-kapok-1,j.ɨ.i,69-kapok-22,false,expert,Chacon2014,j - ɨ - i - -,expert,Chacon2014
Kueretu-69-kapok-1-1,Kueretu-69-kapok-1,j.ʔ.o.t.a.h.e,69-kapok-22,false,expert,Chacon2014,j ʔ o t a h e,expert,Chacon2014
Sekoya-69-kapok-1-1,Sekoya-69-kapok-1,j.ɨ.i,69-kapok-22,false,expert,Chacon2014,j - ɨ - i - -,expert,Chacon2014
Siona-69-kapok-1-1,Siona-69-kapok-1,j.ɨ.i,69-kapok-22,false,expert,Chacon2014,j - ɨ - i - -,expert,Chacon2014
Tanimuka-69-kapok-1-1,Tanimuka-69-kapok-1,j.u.ʔt.a,69-kapok-22,false,expert,Chacon2014,j - u ˀt a - -,expert,Chacon2014
Tukano-69-kapok-1-1,Tukano-69-kapok-1,j.u.t.a,69-kapok-22,false,expert,Chacon2014,j - u t a - -,expert,Chacon2014
Wanano-69-kapok-1-1,Wanano-69-kapok-1,j.u.t.a,69-kapok-22,false,expert,Chacon2014,j - u t a - -,expert,Chacon2014
Prototucanoan-69-kapok-1-1,Prototucanoan-69-kapok-1,j.ɨ.i,69-kapok-22,false,expert,Chacon2014,j - ɨ - i - -,expert,Chacon2014
Barasano-75-leg-1-1,Barasano-75-leg-1,ɲ.ĩ.k.ã,75-leg-23,false,expert,Chacon2014,ɲ ĩ k ã,expert,Chacon2014
Desano-75-leg-1-1,Desano-75-leg-1,ɲ.ĩ.ŋ.ã,75-leg-23,false,expert,Chacon2014,ɲ ĩ ŋ ã,expert,Chacon2014
Karapan-75-leg-1-1,Karapan-75-leg-1,ɲ.ĩ.k.ã,75-leg-23,false,expert,Chacon2014,ɲ ĩ k ã,expert,Chacon2014
Koreguahe-75-leg-1-1,Koreguahe-75-leg-1,j.ũ.k.a,75-leg-23,false,expert,Chacon2014,j ũ k a,expert,Chacon2014
Kubeo-75-leg-1-1,Kubeo-75-leg-1,ɲ.ɨ̃.ã,75-leg-23,false,expert,Chacon2014,ɲ ɨ̃ - ã,expert,Chacon2014
Sekoya-75-leg-1-1,Sekoya-75-leg-1,n.ɨ̃.k.a,75-leg-23,false,expert,Chacon2014,n ɨ̃ k a,expert,Chacon2014
Tanimuka-75-leg-1-1,Tanimuka-75-leg-1,ɲ.ĩ.k.ã,75-leg-23,false,expert,Chacon2014,ɲ ĩ k ã,expert,Chacon2014
Tukano-75-leg-1-1,Tukano-75-leg-1,ɲ.ẽ.k.ã,75-leg-23,false,expert,Chacon2014,ɲ ẽ k ã,expert,Chacon2014
Tuyuka-75-leg-1-1,Tuyuka-75-leg-1,ɲ.ĩ.k.ã,75-leg-23,false,expert,Chacon2014,ɲ ĩ k ã,expert,Chacon2014
Wanano-75-leg-1-1,Wanano-75-leg-1,ɲ.ɨ̃.t∫.ɨ̃,75-leg-23,false,expert,Chacon2014,ɲ ɨ̃ tʃ ɨ̃,expert,Chacon2014
Prototucanoan-75-leg-1-1,Prototucanoan-75-leg-1,j.ɨ̃.k.a,75-leg-23,false,expert,Chacon2014,j ɨ̃ k a,expert,Chacon2014
Barasano-64-i-1-1,Barasano-64-i-1,j.ɨ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ - ɨ,expert,Chacon2014
Desano-64-i-1-1,Desano-64-i-1,j.ɨ.ʔ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ ʔ ɨ,expert,Chacon2014
Karapan-64-i-1-1,Karapan-64-i-1,j.ɨ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ - ɨ,expert,Chacon2014
Koreguahe-64-i-1-1,Koreguahe-64-i-1,j.ɨ.ʔ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ ʔ ɨ,expert,Chacon2014
Kubeo-64-i-1-1,Kubeo-64-i-1,j.ɨ,64-i-24,false,expert,Chacon2014,j ɨ - -,expert,Chacon2014
Kueretu-64-i-1-1,Kueretu-64-i-1,j.e.h.ɨ,64-i-24,false,expert,Chacon2014,j e h ɨ,expert,Chacon2014
Maihiki-64-i-1-1,Maihiki-64-i-1,j.i,64-i-24,false,expert,Chacon2014,j i - -,expert,Chacon2014
Sekoya-64-i-1-1,Sekoya-64-i-1,j.ɨ.ʔ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ ʔ ɨ,expert,Chacon2014
Siona-64-i-1-1,Siona-64-i-1,j.ɨ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ - ɨ,expert,Chacon2014
Tanimuka-64-i-1-1,Tanimuka-64-i-1,j.i.ʔ.i,64-i-24,false,expert,Chacon2014,j i ʔ i,expert,Chacon2014
Tukano-64-i-1-1,Tukano-64-i-1,j.ɨ.ʔ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ ʔ ɨ,expert,Chacon2014
Tuyuka-64-i-1-1,Tuyuka-64-i-1,j.ɨ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ - ɨ,expert,Chacon2014
Wanano-64-i-1-1,Wanano-64-i-1,j.ɨ.ʔ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ ʔ ɨ,expert,Chacon2014
Prototucanoan-64-i-1-1,Prototucanoan-64-i-1,j.ɨ.ʔ.ɨ,64-i-24,false,expert,Chacon2014,j ɨ ʔ ɨ,expert,Chacon2014
Barasano-33-ear-1-1,Barasano-33-ear-1,ŋ.ã.m.õ,33-ear-25,false,expert,Chacon2014,ŋ ã m õ,expert,Chacon2014
Desano-33-ear-1-1,Desano-33-ear-1,ŋ.ã.m.ĩ,33-ear-25,false,expert,Chacon2014,ŋ ã m ĩ,expert,Chacon2014
Karapan-33-ear-1-1,Karapan-33-ear-1,ã.m.õ,33-ear-25,false,expert,Chacon2014,- ã m õ,expert,Chacon2014
Koreguahe-33-ear-1-1,Koreguahe-33-ear-1,k.ã.h.o,33-ear-25,false,expert,Chacon2014,k ã h o,expert,Chacon2014
Kubeo-33-ear-1-1,Kubeo-33-ear-1,k.ã.m.ũ,33-ear-25,false,expert,Chacon2014,k ã m ũ,expert,Chacon2014
Kueretu-33-ear-1-1,Kueretu-33-ear-1,kj.ã.ũ,33-ear-25,false,expert,Chacon2014,kʲ ã - ũ,expert,Chacon2014
Maihiki-33-ear-1-1,Maihiki-33-ear-1,ŋ.ã.h.o,33-ear-25,false,expert,Chacon2014,ŋ ã h o,expert,Chacon2014
Sekoya-33-ear-1-1,Sekoya-33-ear-1,k.ã.h.o,33-ear-25,false,expert,Chacon2014,k ã h o,expert,Chacon2014
Siona-33-ear-1-1,Siona-33-ear-1,kʔ.ã.h.o,33-ear-25,false,expert,Chacon2014,kˀ ã h o,expert,Chacon2014
Tanimuka-33-ear-1-1,Tanimuka-33-ear-1,ã.m.ũ,33-ear-25,false,expert,Chacon2014,- ã m ũ,expert,Chacon2014
Tukano-33-ear-1-1,Tukano-33-ear-1,õ.ʔm.ẽ,33-ear-25,false,expert,Chacon2014,- õ ˀm ẽ,expert,Chacon2014
Tuyuka-33-ear-1-1,Tuyuka-33-ear-1,k.ã.m.õ,33-ear-25,false,expert,Chacon2014,k ã m õ,expert,Chacon2014
Wanano-33-ear-1-1,Wanano-33-ear-1,k.ã.ʔm.õ,33-ear-25,false,expert,Chacon2014,k ã ˀm õ,expert,Chacon2014
Prototucanoan-33-ear-1-1,Prototucanoan-33-ear-1,kʔ.ã.pʔ.o,33-ear-25,false,expert,Chacon2014,kˀ ã pˀ o,expert,Chacon2014
Barasano-48-foot-1-1,Barasano-48-foot-1,g.ɨ.b.o,48-foot-26,false,expert,Chacon2014,g ɨ b o,expert,Chacon2014
Desano-48-foot-1-1,Desano-48-foot-1,g.u.ʔb.u,48-foot-26,false,expert,Chacon2014,g u ˀb u,expert,Chacon2014
Karapan-48-foot-1-1,Karapan-48-foot-1,r.ɨ.p.o,48-foot-26,false,expert,Chacon2014,ɾ ɨ p o,expert,Chacon2014
Koreguahe-48-foot-1-1,Koreguahe-48-foot-1,k.ũ.ʔ.ã,48-foot-26,false,expert,Chacon2014,k ũ ʔ ã,expert,Chacon2014
Kubeo-48-foot-1-1,Kubeo-48-foot-1,k.ɨ.b.o,48-foot-26,false,expert,Chacon2014,k ɨ b o,expert,Chacon2014
Kueretu-48-foot-1-1,Kueretu-48-foot-1,k.o.h.u,48-foot-26,false,expert,Chacon2014,k o h u,expert,Chacon2014
Maihiki-48-foot-1-1,Maihiki-48-foot-1,ŋ.ɨ̃.õ,48-foot-26,false,expert,Chacon2014,ŋ ɨ̃ - õ,expert,Chacon2014
Sekoya-48-foot-1-1,Sekoya-48-foot-1,k.ɨ̃.õ,48-foot-26,false,expert,Chacon2014,k ɨ̃ - õ,expert,Chacon2014
Siona-48-foot-1-1,Siona-48-foot-1,kʔ.ɨ̃.õ,48-foot-26,false,expert,Chacon2014,kˀ ɨ̃ - õ,expert,Chacon2014
Tanimuka-48-foot-1-1,Tanimuka-48-foot-1,ũ.ʔp.ũ,48-foot-26,false,expert,Chacon2014,- ũ ˀp ũ,expert,Chacon2014
Tukano-48-foot-1-1,Tukano-48-foot-1,d.ɨ.ʔp.o,48-foot-26,false,expert,Chacon2014,d ɨ ˀp o,expert,Chacon2014
Tuyuka-48-foot-1-1,Tuyuka-48-foot-1,d.ɨ.p.o,48-foot-26,false,expert,Chacon2014,d ɨ p o,expert,Chacon2014
Wanano-48-foot-1-1,Wanano-48-foot-1,d.a.ʔp.o,48-foot-26,false,expert,Chacon2014,d a ˀp o,expert,Chacon2014
Prototucanoan-48-foot-1-1,Prototucanoan-48-foot-1,kʔ.ɨ.pʔ.o,48-foot-26,false,expert,Chacon2014,kˀ ɨ pˀ o,expert,Chacon2014
Barasano-38-excrement-1-1,Barasano-38-excrement-1,g.ɨ.d.a,38-excrement-27,false,expert,Chacon2014,g ɨ d a,expert,Chacon2014
Desano-38-excrement-1-1,Desano-38-excrement-1,g.ɨ.d.a,38-excrement-27,false,expert,Chacon2014,g ɨ d a,expert,Chacon2014
Karapan-38-excrement-1-1,Karapan-38-excrement-1,g.ɨ.t.a,38-excrement-27,false,expert,Chacon2014,g ɨ t a,expert,Chacon2014
Koreguahe-38-excrement-1-1,Koreguahe-38-excrement-1,k.ɨ.t.a,38-excrement-27,false,expert,Chacon2014,k ɨ t a,expert,Chacon2014
Kubeo-38-excrement-1-1,Kubeo-38-excrement-1,k.ɨ.d.a,38-excrement-27,false,expert,Chacon2014,k ɨ d a,expert,Chacon2014
Kueretu-38-excrement-1-1,Kueretu-38-excrement-1,ɨ.t.a,38-excrement-27,false,expert,Chacon2014,- ɨ t a,expert,Chacon2014
Maihiki-38-excrement-1-1,Maihiki-38-excrement-1,ɨ̃.t.a,38-excrement-27,false,expert,Chacon2014,- ɨ̃ t a,expert,Chacon2014
Piratapuyo-38-excrement-1-1,Piratapuyo-38-excrement-1,k.ɨ.ʔt.a,38-excrement-27,false,expert,Chacon2014,k ɨ ˀt a,expert,Chacon2014
Sekoya-38-excrement-1-1,Sekoya-38-excrement-1,ɨ̃.t.a,38-excrement-27,false,expert,Chacon2014,- ɨ̃ t a,expert,Chacon2014
Siona-38-excrement-1-1,Siona-38-excrement-1,kʔ.ɨ.t.a,38-excrement-27,false,expert,Chacon2014,kˀ ɨ t a,expert,Chacon2014
Tanimuka-38-excrement-1-1,Tanimuka-38-excrement-1,i.t.a,38-excrement-27,false,expert,Chacon2014,- i t a,expert,Chacon2014
Tukano-38-excrement-1-1,Tukano-38-excrement-1,ɨ.ʔt.a,38-excrement-27,false,expert,Chacon2014,- ɨ ˀt a,expert,Chacon2014
Tuyuka-38-excrement-1-1,Tuyuka-38-excrement-1,k.ɨ̃.n.ã,38-excrement-27,false,expert,Chacon2014,k ɨ̃ n ã,expert,Chacon2014
Wanano-38-excrement-1-1,Wanano-38-excrement-1,t.ã,38-excrement-27,false,expert,Chacon2014,- - t ã,expert,Chacon2014
Prototucanoan-38-excrement-1-1,Prototucanoan-38-excrement-1,kʔ.ɨ.tʔ.a,38-excrement-27,false,expert,Chacon2014,kˀ ɨ tˀ a,expert,Chacon2014
Barasano-127-tortoise-1-1,Barasano-127-tortoise-1,g.u.u,127-tortoise-28,false,expert,Chacon2014,g u - u ( - - ),expert,Chacon2014
Desano-127-tortoise-1-1,Desano-127-tortoise-1,g.u.i,127-tortoise-28,false,expert,Chacon2014,g u - i ( - - ),expert,Chacon2014
Karapan-127-tortoise-1-1,Karapan-127-tortoise-1,u.u,127-tortoise-28,false,expert,Chacon2014,- u - u ( - - ),expert,Chacon2014
Koreguahe-127-tortoise-1-1,Koreguahe-127-tortoise-1,k.o.ɨ,127-tortoise-28,false,expert,Chacon2014,k o - ɨ ( - - ),expert,Chacon2014
Kubeo-127-tortoise-1-1,Kubeo-127-tortoise-1,k.ũ.ɨ̃,127-tortoise-28,false,expert,Chacon2014,k ũ - ɨ̃ ( - - ),expert,Chacon2014
Kueretu-127-tortoise-1-1,Kueretu-127-tortoise-1,k.a.ɨ,127-tortoise-28,false,expert,Chacon2014,k a - ɨ ( - - ),expert,Chacon2014
Sekoya-127-tortoise-1-1,Sekoya-127-tortoise-1,k.o.u,127-tortoise-28,false,expert,Chacon2014,k o - u ( - - ),expert,Chacon2014
Siona-127-tortoise-1-1,Siona-127-tortoise-1,kʔ.o.ɨ,127-tortoise-28,false,expert,Chacon2014,kˀ o - ɨ ( - - ),expert,Chacon2014
Tanimuka-127-tortoise-1-1,Tanimuka-127-tortoise-1,o.ʔ.i,127-tortoise-28,false,expert,Chacon2014,- o ʔ i ( - - ),expert,Chacon2014
Tukano-127-tortoise-1-1,Tukano-127-tortoise-1,u.h.u.d.i,127-tortoise-28,false,expert,Chacon2014,- u h u ( d i ),expert,Chacon2014
Tuyuka-127-tortoise-1-1,Tuyuka-127-tortoise-1,k.u.u,127-tortoise-28,false,expert,Chacon2014,k u - u ( - - ),expert,Chacon2014
Wanano-127-tortoise-1-1,Wanano-127-tortoise-1,k.u,127-tortoise-28,false,expert,Chacon2014,k u - - ( - - ),expert,Chacon2014
Prototucanoan-127-tortoise-1-1,Prototucanoan-127-tortoise-1,kʔ.o.ɨ,127-tortoise-28,false,expert,Chacon2014,kˀ o - ɨ ( - - ),expert,Chacon2014
Barasano-131-urinate-1-1,Barasano-131-urinate-1,ŋ.õ.n.ẽ,131-urinate-29,false,expert,Chacon2014,ŋ õ n ẽ,expert,Chacon2014
Desano-131-urinate-1-1,Desano-131-urinate-1,ŋ.õ.n.ẽ,131-urinate-29,false,expert,Chacon2014,ŋ õ n ẽ,expert,Chacon2014
Karapan-131-urinate-1-1,Karapan-131-urinate-1,õ.n.ẽ,131-urinate-29,false,expert,Chacon2014,- õ n ẽ,expert,Chacon2014
Koreguahe-131-urinate-1-1,Koreguahe-131-urinate-1,õ.n.e,131-urinate-29,false,expert,Chacon2014,- õ n e,expert,Chacon2014
Kubeo-131-urinate-1-1,Kubeo-131-urinate-1,k.õ.n.ẽ,131-urinate-29,false,expert,Chacon2014,k õ n ẽ,expert,Chacon2014
Maihiki-131-urinate-1-1,Maihiki-131-urinate-1,g.o.n.e,131-urinate-29,false,expert,Chacon2014,g o n e,expert,Chacon2014
Sekoya-131-urinate-1-1,Sekoya-131-urinate-1,k.õ.n.e,131-urinate-29,false,expert,Chacon2014,k õ n e,expert,Chacon2014
Siona-131-urinate-1-1,Siona-131-urinate-1,kʔ.õ.n.e,131-urinate-29,false,expert,Chacon2014,kˀ õ n e,expert,Chacon2014
Tukano-131-urinate-1-1,Tukano-131-urinate-1,õ.ʔn.ẽ,131-urinate-29,false,expert,Chacon2014,- õ ˀn ẽ,expert,Chacon2014
Tuyuka-131-urinate-1-1,Tuyuka-131-urinate-1,k.õ.n.ẽ,131-urinate-29,false,expert,Chacon2014,k õ n ẽ,expert,Chacon2014
Wanano-131-urinate-1-1,Wanano-131-urinate-1,kh.ũ.n.ũ,131-urinate-29,false,expert,Chacon2014,kʰ ũ n ũ,expert,Chacon2014
Prototucanoan-131-urinate-1-1,Prototucanoan-131-urinate-1,kʔ.o.n.e,131-urinate-29,false,expert,Chacon2014,kˀ o n e,expert,Chacon2014
Barasano-60-hole-1-1,Barasano-60-hole-1,g.o.h.e,60-hole-30,false,expert,Chacon2014,g o h e,expert,Chacon2014
Desano-60-hole-1-1,Desano-60-hole-1,g.o.b.e,60-hole-30,false,expert,Chacon2014,g o b e,expert,Chacon2014
Karapan-60-hole-1-1,Karapan-60-hole-1,o.p.e,60-hole-30,false,expert,Chacon2014,- o p e,expert,Chacon2014
Koreguahe-60-hole-1-1,Koreguahe-60-hole-1,k.o.h.e,60-hole-30,false,expert,Chacon2014,k o h e,expert,Chacon2014
Kubeo-60-hole-1-1,Kubeo-60-hole-1,k.o.b.e,60-hole-30,false,expert,Chacon2014,k o b e,expert,Chacon2014
Kueretu-60-hole-1-1,Kueretu-60-hole-1,g.o.h.e,60-hole-30,false,expert,Chacon2014,g o h e,expert,Chacon2014
Maihiki-60-hole-1-1,Maihiki-60-hole-1,g.o.h.e,60-hole-30,false,expert,Chacon2014,g o h e,expert,Chacon2014
Sekoya-60-hole-1-1,Sekoya-60-hole-1,k.o.h.e,60-hole-30,false,expert,Chacon2014,k o h e,expert,Chacon2014
Siona-60-hole-1-1,Siona-60-hole-1,kʔ.o.h.e,60-hole-30,false,expert,Chacon2014,kˀ o h e,expert,Chacon2014
Tanimuka-60-hole-1-1,Tanimuka-60-hole-1,k.o.ɸ.e,60-hole-30,false,expert,Chacon2014,k o ɸ e,expert,Chacon2014
Tukano-60-hole-1-1,Tukano-60-hole-1,k.o.p.e,60-hole-30,false,expert,Chacon2014,k o p e,expert,Chacon2014
Tuyuka-60-hole-1-1,Tuyuka-60-hole-1,k.o.p.e,60-hole-30,false,expert,Chacon2014,k o p e,expert,Chacon2014
Wanano-60-hole-1-1,Wanano-60-hole-1,k.o.p.e,60-hole-30,false,expert,Chacon2014,k o p e,expert,Chacon2014
Prototucanoan-60-hole-1-1,Prototucanoan-60-hole-1,kʔ.o.p.e,60-hole-30,false,expert,Chacon2014,kˀ o p e,expert,Chacon2014
Barasano-126-tooth-1-1,Barasano-126-tooth-1,g.u.h.i,126-tooth-31,false,expert,Chacon2014,g u h i ( - - - - - ),expert,Chacon2014
Karapan-126-tooth-1-1,Karapan-126-tooth-1,o.p.i,126-tooth-31,false,expert,Chacon2014,- o p i ( - - - - - ),expert,Chacon2014
