ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Wanano-141-yam-1,,Wanano,141-yam,~jaʔbu,ɲ.ã.ʔm.ũ,ɲ ã ˀm ũ,,Chacon2014,,,^ ɲ . ã . ʔm . ũ $,default
Prototucanoan-141-yam-1,,Prototucanoan,141-yam,*jãpʔo,ɲ.ã.pʔ.o,ɲ ã pˀ o,,Chacon2014,,,^ ɲ . ã . pʔ . o $,default
Barasano-18-caradioscoreaalata-1,,Barasano,18-caradioscoreaalata,~jahi,ɲ.ã.h.ĩ,ɲ ã h ĩ,,Chacon2014,,,^ ɲ . ã . h . ĩ $,default
Desano-18-caradioscoreaalata-1,,Desano,18-caradioscoreaalata,~japi,ɲ.ã.p.ĩ,ɲ ã p ĩ,,Chacon2014,,,^ ɲ . ã . p . ĩ $,default
Karapan-18-caradioscoreaalata-1,,Karapan,18-caradioscoreaalata,~japi,ɲ.ã.p.ĩ,ɲ ã p ĩ,,Chacon2014,,,^ ɲ . ã . p . ĩ $,default
Koreguahe-18-caradioscoreaalata-1,,Koreguahe,18-caradioscoreaalata,jahi,j.a.h.i,j a h i,,Chacon2014,,,^ j . a . h . i $,default
Kubeo-18-caradioscoreaalata-1,,Kubeo,18-caradioscoreaalata,~japi,ɲ.ã.p.ĩ,ɲ ã p ĩ,,Chacon2014,,,^ ɲ . ã . p . ĩ $,default
Kueretu-18-caradioscoreaalata-1,,Kueretu,18-caradioscoreaalata,jahiri,j.a.h.i.r.i,j a h i ɾ i,,Chacon2014,,,^ j . a . h . i . r . i $,default
Sekoya-18-caradioscoreaalata-1,,Sekoya,18-caradioscoreaalata,jahi,j.a.h.i,j a h i,,Chacon2014,,,^ j . a . h . i $,default
Tanimuka-18-caradioscoreaalata-1,,Tanimuka,18-caradioscoreaalata,~jaʔpi,ɲ.ã.ʔp.ĩ,ɲ ã ˀp ĩ,,Chacon2014,,,^ ɲ . ã . ʔp . ĩ $,default
Tukano-18-caradioscoreaalata-1,,Tukano,18-caradioscoreaalata,~japi,ɲ.ã.p.ĩ,ɲ ã p ĩ,,Chacon2014,,,^ ɲ . ã . p . ĩ $,default
Wanano-18-caradioscoreaalata-1,,Wanano,18-caradioscoreaalata,~japi,ɲ.ã.p.ĩ,ɲ ã p ĩ,,Chacon2014,,,^ ɲ . ã . p . ĩ $,default
Prototucanoan-18-caradioscoreaalata-1,,Prototucanoan,18-caradioscoreaalata,*japi,j.a.p.i,j a p i,,Chacon2014,,,^ j . a . p . i $,default
Barasano-52-grandfather-1,,Barasano,52-grandfather,~jikɨ,ɲ.ĩ.k.ɨ̃,ɲ ĩ k ɨ̃,,Chacon2014,,,^ ɲ . ĩ . k . ɨ̃ $,default
Desano-52-grandfather-1,,Desano,52-grandfather,~jekɨ,ɲ.ẽ.k.ɨ̃,ɲ ẽ k ɨ̃,,Chacon2014,,,^ ɲ . ẽ . k . ɨ̃ $,default
Karapan-52-grandfather-1,,Karapan,52-grandfather,~jikɨ,ɲ.ĩ.k.ɨ̃,ɲ ĩ k ɨ̃,,Chacon2014,,,^ ɲ . ĩ . k . ɨ̃ $,default
Koreguahe-52-grandfather-1,,Koreguahe,52-grandfather,jẽkuɨ,j.ẽ.k.u.ɨ,j ẽ k u ɨ,,Chacon2014,,,^ j . ẽ . k . u . ɨ $,default
Kubeo-52-grandfather-1,,Kubeo,52-grandfather,~jekũjo,ɲ.ẽ.k.ũ.j.o,ɲ ẽ k ũ j o,,Chacon2014,,,^ ɲ . ẽ . k . ũ . j . o $,default
Maihiki-52-grandfather-1,,Maihiki,52-grandfather,jẽkɨ,j.ẽ.k.ɨ,j ẽ k ɨ,,Chacon2014,,,^ j . ẽ . k . ɨ $,default
Tukano-52-grandfather-1,,Tukano,52-grandfather,~jekɨ,ɲ.ẽ.k.ɨ̃,ɲ ẽ k ɨ̃,,Chacon2014,,,^ ɲ . ẽ . k . ɨ̃ $,default
Tuyuka-52-grandfather-1,,Tuyuka,52-grandfather,~jekɨ,ɲ.ẽ.k.ɨ̃,ɲ ẽ k ɨ̃,,Chacon2014,,,^ ɲ . ẽ . k . ɨ̃ $,default
Wanano-52-grandfather-1,,Wanano,52-grandfather,~jɨt∫ɨ,ɲ.ɨ̃.t∫.ɨ̃,ɲ ɨ̃ tʃ ɨ̃,,Chacon2014,,,^ ɲ . ɨ̃ . t∫ . ɨ̃ $,default
Prototucanoan-52-grandfather-1,,Prototucanoan,52-grandfather,*jẽkku-,j.ẽ.kk.u,j ẽ kː u,,Chacon2014,,,^ j . ẽ . kk . u $,default
Barasano-73-land-1,,Barasano,73-land,jeba,j.e.b.a,j e b a,,Chacon2014,,,^ j . e . b . a $,default
Desano-73-land-1,,Desano,73-land,jeba,j.e.b.a,j e b a,,Chacon2014,,,^ j . e . b . a $,default
Karapan-73-land-1,,Karapan,73-land,jepa,j.e.p.a,j e p a,,Chacon2014,,,^ j . e . p . a $,default
Koreguahe-73-land-1,,Koreguahe,73-land,jeha,j.e.h.a,j e h a,,Chacon2014,,,^ j . e . h . a $,default
Kubeo-73-land-1,,Kubeo,73-land,jiba,j.i.b.a,j i b a,,Chacon2014,,,^ j . i . b . a $,default
Maihiki-73-land-1,,Maihiki,73-land,jiha,j.i.h.a,j i h a,,Chacon2014,,,^ j . i . h . a $,default
Sekoya-73-land-1,,Sekoya,73-land,jeha,j.e.h.a,j e h a,,Chacon2014,,,^ j . e . h . a $,default
Siona-73-land-1,,Siona,73-land,jiha,j.i.h.a,j i h a,,Chacon2014,,,^ j . i . h . a $,default
Tukano-73-land-1,,Tukano,73-land,jeʔpa,j.e.ʔp.a,j e ˀp a,,Chacon2014,,,^ j . e . ʔp . a $,default
Wanano-73-land-1,,Wanano,73-land,jaʔpa,j.a.ʔp.a,j a ˀp a,,Chacon2014,,,^ j . a . ʔp . a $,default
Prototucanoan-73-land-1,,Prototucanoan,73-land,*jepʔa,j.e.pʔ.a,j e pˀ a,,Chacon2014,,,^ j . e . pʔ . a $,default
Koreguahe-84-mouth2-1,,Koreguahe,84-mouth2,jiʔobo,j.i.ʔ.o.b.o,j i ʔ o b o,,Chacon2014,,,^ j . i . ʔ . o . b . o $,default
Maihiki-84-mouth2-1,,Maihiki,84-mouth2,jo,j.o,j o,,Chacon2014,,,^ j . o $,default
Sekoya-84-mouth2-1,,Sekoya,84-mouth2,jɨʔo,j.ɨ.ʔ.o,j ɨ ʔ o,,Chacon2014,,,^ j . ɨ . ʔ . o $,default
Siona-84-mouth2-1,,Siona,84-mouth2,jiʔobo,j.i.ʔ.o.b.o,j i ʔ o b o,,Chacon2014,,,^ j . i . ʔ . o . b . o $,default
Prototucanoan-84-mouth2-1,,Prototucanoan,84-mouth2,*jɨ-ʔo,j.ɨ.ʔ.o,j ɨ ʔ o,,Chacon2014,,,^ j . ɨ . ʔ . o $,default
Barasano-69-kapok-1,,Barasano,69-kapok,jɨta,j.ɨ.t.a,j ɨ t a,,Chacon2014,,,^ j . ɨ . t . a $,default
Desano-69-kapok-1,,Desano,69-kapok,juda,j.u.d.a,j u d a,,Chacon2014,,,^ j . u . d . a $,default
Karapan-69-kapok-1,,Karapan,69-kapok,jita,j.i.t.a,j i t a,,Chacon2014,,,^ j . i . t . a $,default
Koreguahe-69-kapok-1,,Koreguahe,69-kapok,oja,o.j.a,o j a,,Chacon2014,,,^ o . j . a $,default
Kubeo-69-kapok-1,,Kubeo,69-kapok,jɨi,j.ɨ.i,j ɨ i,,Chacon2014,,,^ j . ɨ . i $,default
Kueretu-69-kapok-1,,Kueretu,69-kapok,iʔotahe,j.ʔ.o.t.a.h.e,j ʔ o t a h e,,Chacon2014,,,^ j . ʔ . o . t . a . h . e $,default
Sekoya-69-kapok-1,,Sekoya,69-kapok,jɨi,j.ɨ.i,j ɨ i,,Chacon2014,,,^ j . ɨ . i $,default
Siona-69-kapok-1,,Siona,69-kapok,jɨi,j.ɨ.i,j ɨ i,,Chacon2014,,,^ j . ɨ . i $,default
Tanimuka-69-kapok-1,,Tanimuka,69-kapok,juʔta,j.u.ʔt.a,j u ˀt a,,Chacon2014,,,^ j . u . ʔt . a $,default
Tukano-69-kapok-1,,Tukano,69-kapok,juta,j.u.t.a,j u t a,,Chacon2014,,,^ j . u . t . a $,default
Wanano-69-kapok-1,,Wanano,69-kapok,juta,j.u.t.a,j u t a,,Chacon2014,,,^ j . u . t . a $,default
Prototucanoan-69-kapok-1,,Prototucanoan,69-kapok,*jɨi,j.ɨ.i,j ɨ i,,Chacon2014,,,^ j . ɨ . i $,default
Barasano-75-leg-1,,Barasano,75-leg,~jika,ɲ.ĩ.k.ã,ɲ ĩ k ã,,Chacon2014,,,^ ɲ . ĩ . k . ã $,default
Desano-75-leg-1,,Desano,75-leg,~jiga,ɲ.ĩ.ŋ.ã,ɲ ĩ ŋ ã,,Chacon2014,,,^ ɲ . ĩ . ŋ . ã $,default
Karapan-75-leg-1,,Karapan,75-leg,~jika,ɲ.ĩ.k.ã,ɲ ĩ k ã,,Chacon2014,,,^ ɲ . ĩ . k . ã $,default
Koreguahe-75-leg-1,,Koreguahe,75-leg,jũka,j.ũ.k.a,j ũ k a,,Chacon2014,,,^ j . ũ . k . a $,default
Kubeo-75-leg-1,,Kubeo,75-leg,~jɨa,ɲ.ɨ̃.ã,ɲ ɨ̃ ã,,Chacon2014,,,^ ɲ . ɨ̃ . ã $,default
Sekoya-75-leg-1,,Sekoya,75-leg,dɨ̃ka,n.ɨ̃.k.a,n ɨ̃ k a,,Chacon2014,,,^ n . ɨ̃ . k . a $,default
Tanimuka-75-leg-1,,Tanimuka,75-leg,~jika,ɲ.ĩ.k.ã,ɲ ĩ k ã,,Chacon2014,,,^ ɲ . ĩ . k . ã $,default
Tukano-75-leg-1,,Tukano,75-leg,~jeka,ɲ.ẽ.k.ã,ɲ ẽ k ã,,Chacon2014,,,^ ɲ . ẽ . k . ã $,default
Tuyuka-75-leg-1,,Tuyuka,75-leg,~jika,ɲ.ĩ.k.ã,ɲ ĩ k ã,,Chacon2014,,,^ ɲ . ĩ . k . ã $,default
Wanano-75-leg-1,,Wanano,75-leg,~jɨt∫ɨ,ɲ.ɨ̃.t∫.ɨ̃,ɲ ɨ̃ tʃ ɨ̃,,Chacon2014,,,^ ɲ . ɨ̃ . t∫ . ɨ̃ $,default
Prototucanoan-75-leg-1,,Prototucanoan,75-leg,*jɨ̃ka,j.ɨ̃.k.a,j ɨ̃ k a,,Chacon2014,,,^ j . ɨ̃ . k . a $,default
Barasano-64-i-1,,Barasano,64-i,jɨɨ,j.ɨ.ɨ,j ɨ ɨ,,Chacon2014,,,^ j . ɨ . ɨ $,default
Desano-64-i-1,,Desano,64-i,jɨʔɨ,j.ɨ.ʔ.ɨ,j ɨ ʔ ɨ,,Chacon2014,,,^ j . ɨ . ʔ . ɨ $,default
Karapan-64-i-1,,Karapan,64-i,jɨɨ,j.ɨ.ɨ,j ɨ ɨ,,Chacon2014,,,^ j . ɨ . ɨ $,default
Koreguahe-64-i-1,,Koreguahe,64-i,jɨʔɨ,j.ɨ.ʔ.ɨ,j ɨ ʔ ɨ,,Chacon2014,,,^ j . ɨ . ʔ . ɨ $,default
Kubeo-64-i-1,,Kubeo,64-i,jɨ,j.ɨ,j ɨ,,Chacon2014,,,^ j . ɨ $,default
Kueretu-64-i-1,,Kueretu,64-i,jehɨ,j.e.h.ɨ,j e h ɨ,,Chacon2014,,,^ j . e . h . ɨ $,default
Maihiki-64-i-1,,Maihiki,64-i,ji,j.i,j i,,Chacon2014,,,^ j . i $,default
Sekoya-64-i-1,,Sekoya,64-i,jɨʔɨ,j.ɨ.ʔ.ɨ,j ɨ ʔ ɨ,,Chacon2014,,,^ j . ɨ . ʔ . ɨ $,default
Siona-64-i-1,,Siona,64-i,jɨɨ,j.ɨ.ɨ,j ɨ ɨ,,Chacon2014,,,^ j . ɨ . ɨ $,default
Tanimuka-64-i-1,,Tanimuka,64-i,jiʔi,j.i.ʔ.i,j i ʔ i,,Chacon2014,,,^ j . i . ʔ . i $,default
Tukano-64-i-1,,Tukano,64-i,jɨʔɨ,j.ɨ.ʔ.ɨ,j ɨ ʔ ɨ,,Chacon2014,,,^ j . ɨ . ʔ . ɨ $,default
Tuyuka-64-i-1,,Tuyuka,64-i,jɨɨ,j.ɨ.ɨ,j ɨ ɨ,,Chacon2014,,,^ j . ɨ . ɨ $,default
Wanano-64-i-1,,Wanano,64-i,jɨʔɨ,j.ɨ.ʔ.ɨ,j ɨ ʔ ɨ,,Chacon2014,,,^ j . ɨ . ʔ . ɨ $,default
Prototucanoan-64-i-1,,Prototucanoan,64-i,*jɨʔɨ,j.ɨ.ʔ.ɨ,j ɨ ʔ ɨ,,Chacon2014,,,^ j . ɨ . ʔ . ɨ $,default
Barasano-33-ear-1,,Barasano,33-ear,~gabo,ŋ.ã.m.õ,ŋ ã m õ,,Chacon2014,,,^ ŋ . ã . m . õ $,default
Desano-33-ear-1,,Desano,33-ear,~gabi,ŋ.ã.m.ĩ,ŋ ã m ĩ,,Chacon2014,,,^ ŋ . ã . m . ĩ $,default
Karapan-33-ear-1,,Karapan,33-ear,~abo,ã.m.õ,ã m õ,,Chacon2014,,,^ ã . m . õ $,default
Koreguahe-33-ear-1,,Koreguahe,33-ear,kãho,k.ã.h.o,k ã h o,,Chacon2014,,,^ k . ã . h . o $,default
Kubeo-33-ear-1,,Kubeo,33-ear,~kamu,k.ã.m.ũ,k ã m ũ,,Chacon2014,,,^ k . ã . m . ũ $,default
Kueretu-33-ear-1,,Kueretu,33-ear,~kiau,kj.ã.ũ,kʲ ã ũ,,Chacon2014,,,^ kj . ã . ũ $,default
Maihiki-33-ear-1,,Maihiki,33-ear,gãho,ŋ.ã.h.o,ŋ ã h o,,Chacon2014,,,^ ŋ . ã . h . o $,default
Sekoya-33-ear-1,,Sekoya,33-ear,kãho,k.ã.h.o,k ã h o,,Chacon2014,,,^ k . ã . h . o $,default
Siona-33-ear-1,,Siona,33-ear,kʔãho,kʔ.ã.h.o,kˀ ã h o,,Chacon2014,,,^ kʔ . ã . h . o $,default
Tanimuka-33-ear-1,,Tanimuka,33-ear,~abu,ã.m.ũ,ã m ũ,,Chacon2014,,,^ ã . m . ũ $,default
Tukano-33-ear-1,,Tukano,33-ear,~oʔbe,õ.ʔm.ẽ,õ ˀm ẽ,,Chacon2014,,,^ õ . ʔm . ẽ $,default
Tuyuka-33-ear-1,,Tuyuka,33-ear,~kabo,k.ã.m.õ,k ã m õ,,Chacon2014,,,^ k . ã . m . õ $,default
Wanano-33-ear-1,,Wanano,33-ear,~kaʔbo,k.ã.ʔm.õ,k ã ˀm õ,,Chacon2014,,,^ k . ã . ʔm . õ $,default
Prototucanoan-33-ear-1,,Prototucanoan,33-ear,*kʔãpʔo,kʔ.ã.pʔ.o,kˀ ã pˀ o,,Chacon2014,,,^ kʔ . ã . pʔ . o $,default
Barasano-48-foot-1,,Barasano,48-foot,gɨbo,g.ɨ.b.o,g ɨ b o,,Chacon2014,,,^ g . ɨ . b . o $,default
Desano-48-foot-1,,Desano,48-foot,guʔbu,g.u.ʔb.u,g u ˀb u,,Chacon2014,,,^ g . u . ʔb . u $,default
Karapan-48-foot-1,,Karapan,48-foot,rɨpo,r.ɨ.p.o,ɾ ɨ p o,,Chacon2014,,,^ r . ɨ . p . o $,default
Koreguahe-48-foot-1,,Koreguahe,48-foot,~kuʔa,k.ũ.ʔ.ã,k ũ ʔ ã,,Chacon2014,,,^ k . ũ . ʔ . ã $,default
Kubeo-48-foot-1,,Kubeo,48-foot,kɨbo,k.ɨ.b.o,k ɨ b o,,Chacon2014,,,^ k . ɨ . b . o $,default
Kueretu-48-foot-1,,Kueretu,48-foot,kohu,k.o.h.u,k o h u,,Chacon2014,,,^ k . o . h . u $,default
Maihiki-48-foot-1,,Maihiki,48-foot,~gɨo,ŋ.ɨ̃.õ,ŋ ɨ̃ õ,,Chacon2014,,,^ ŋ . ɨ̃ . õ $,default
Sekoya-48-foot-1,,Sekoya,48-foot,~kɨo,k.ɨ̃.õ,k ɨ̃ õ,,Chacon2014,,,^ k . ɨ̃ . õ $,default
Siona-48-foot-1,,Siona,48-foot,~kʔɨo,kʔ.ɨ̃.õ,kˀ ɨ̃ õ,,Chacon2014,,,^ kʔ . ɨ̃ . õ $,default
Tanimuka-48-foot-1,,Tanimuka,48-foot,~uʔpu,ũ.ʔp.ũ,ũ ˀp ũ,,Chacon2014,,,^ ũ . ʔp . ũ $,default
Tukano-48-foot-1,,Tukano,48-foot,dɨʔpo,d.ɨ.ʔp.o,d ɨ ˀp o,,Chacon2014,,,^ d . ɨ . ʔp . o $,default
Tuyuka-48-foot-1,,Tuyuka,48-foot,dɨpo,d.ɨ.p.o,d ɨ p o,,Chacon2014,,,^ d . ɨ . p . o $,default
Wanano-48-foot-1,,Wanano,48-foot,daʔpo,d.a.ʔp.o,d a ˀp o,,Chacon2014,,,^ d . a . ʔp . o $,default
Prototucanoan-48-foot-1,,Prototucanoan,48-foot,*kʔɨpʔo,kʔ.ɨ.pʔ.o,kˀ ɨ pˀ o,,Chacon2014,,,^ kʔ . ɨ . pʔ . o $,default
Barasano-38-excrement-1,,Barasano,38-excrement,gɨda,g.ɨ.d.a,g ɨ d a,,Chacon2014,,,^ g . ɨ . d . a $,default
Desano-38-excrement-1,,Desano,38-excrement,gɨda,g.ɨ.d.a,g ɨ d a,,Chacon2014,,,^ g . ɨ . d . a $,default
Karapan-38-excrement-1,,Karapan,38-excrement,gɨta,g.ɨ.t.a,g ɨ t a,,Chacon2014,,,^ g . ɨ . t . a $,default
Koreguahe-38-excrement-1,,Koreguahe,38-excrement,kɨta,k.ɨ.t.a,k ɨ t a,,Chacon2014,,,^ k . ɨ . t . a $,default
Kubeo-38-excrement-1,,Kubeo,38-excrement,kɨda,k.ɨ.d.a,k ɨ d a,,Chacon2014,,,^ k . ɨ . d . a $,default
Kueretu-38-excrement-1,,Kueretu,38-excrement,ɨta,ɨ.t.a,ɨ t a,,Chacon2014,,,^ ɨ . t . a $,default
Maihiki-38-excrement-1,,Maihiki,38-excrement,ɨ̃ta,ɨ̃.t.a,ɨ̃ t a,,Chacon2014,,,^ ɨ̃ . t . a $,default
Piratapuyo-38-excrement-1,,Piratapuyo,38-excrement,kɨʔta,k.ɨ.ʔt.a,k ɨ ˀt a,,Chacon2014,,,^ k . ɨ . ʔt . a $,default
Sekoya-38-excrement-1,,Sekoya,38-excrement,ɨ̃ta,ɨ̃.t.a,ɨ̃ t a,,Chacon2014,,,^ ɨ̃ . t . a $,default
Siona-38-excrement-1,,Siona,38-excrement,kʔɨta,kʔ.ɨ.t.a,kˀ ɨ t a,,Chacon2014,,,^ kʔ . ɨ . t . a $,default
Tanimuka-38-excrement-1,,Tanimuka,38-excrement,ita,i.t.a,i t a,,Chacon2014,,,^ i . t . a $,default
Tukano-38-excrement-1,,Tukano,38-excrement,ɨʔta,ɨ.ʔt.a,ɨ ˀt a,,Chacon2014,,,^ ɨ . ʔt . a $,default
Tuyuka-38-excrement-1,,Tuyuka,38-excrement,~kɨda,k.ɨ̃.n.ã,k ɨ̃ n ã,,Chacon2014,,,^ k . ɨ̃ . n . ã $,default
Wanano-38-excrement-1,,Wanano,38-excrement,~ta,t.ã,t ã,,Chacon2014,,,^ t . ã $,default
Prototucanoan-38-excrement-1,,Prototucanoan,38-excrement,*kʔɨtʔa,kʔ.ɨ.tʔ.a,kˀ ɨ tˀ a,,Chacon2014,,,^ kʔ . ɨ . tʔ . a $,default
Barasano-127-tortoise-1,,Barasano,127-tortoise,guu,g.u.u,g u u,,Chacon2014,,,^ g . u . u $,default
Desano-127-tortoise-1,,Desano,127-tortoise,gui,g.u.i,g u i,,Chacon2014,,,^ g . u . i $,default
Karapan-127-tortoise-1,,Karapan,127-tortoise,uu,u.u,u u,,Chacon2014,,,^ u . u $,default
Koreguahe-127-tortoise-1,,Koreguahe,127-tortoise,koɨ,k.o.ɨ,k o ɨ,,Chacon2014,,,^ k . o . ɨ $,default
Kubeo-127-tortoise-1,,Kubeo,127-tortoise,~kuɨ,k.ũ.ɨ̃,k ũ ɨ̃,,Chacon2014,,,^ k . ũ . ɨ̃ $,default
Kueretu-127-tortoise-1,,Kueretu,127-tortoise,kaɨ,k.a.ɨ,k a ɨ,,Chacon2014,,,^ k . a . ɨ $,default
Sekoya-127-tortoise-1,,Sekoya,127-tortoise,kou,k.o.u,k o u,,Chacon2014,,,^ k . o . u $,default
Siona-127-tortoise-1,,Siona,127-tortoise,kʔoɨ,kʔ.o.ɨ,kˀ o ɨ,,Chacon2014,,,^ kʔ . o . ɨ $,default
Tanimuka-127-tortoise-1,,Tanimuka,127-tortoise,oʔi,o.ʔ.i,o ʔ i,,Chacon2014,,,^ o . ʔ . i $,default
Tukano-127-tortoise-1,,Tukano,127-tortoise,uhudi,u.h.u.d.i,u h u d i,,Chacon2014,,,^ u . h . u . d . i $,default
Tuyuka-127-tortoise-1,,Tuyuka,127-tortoise,kuu,k.u.u,k u u,,Chacon2014,,,^ k . u . u $,default
Wanano-127-tortoise-1,,Wanano,127-tortoise,ku,k.u,k u,,Chacon2014,,,^ k . u $,default
Prototucanoan-127-tortoise-1,,Prototucanoan,127-tortoise,*kʔoɨ,kʔ.o.ɨ,kˀ o ɨ,,Chacon2014,,,^ kʔ . o . ɨ $,default
Barasano-131-urinate-1,,Barasano,131-urinate,~gode,ŋ.õ.n.ẽ,ŋ õ n ẽ,,Chacon2014,,,^ ŋ . õ . n . ẽ $,default
Desano-131-urinate-1,,Desano,131-urinate,~gode,ŋ.õ.n.ẽ,ŋ õ n ẽ,,Chacon2014,,,^ ŋ . õ . n . ẽ $,default
Karapan-131-urinate-1,,Karapan,131-urinate,~ode,õ.n.ẽ,õ n ẽ,,Chacon2014,,,^ õ . n . ẽ $,default
Koreguahe-131-urinate-1,,Koreguahe,131-urinate,õne,õ.n.e,õ n e,,Chacon2014,,,^ õ . n . e $,default
Kubeo-131-urinate-1,,Kubeo,131-urinate,~kode,k.õ.n.ẽ,k õ n ẽ,,Chacon2014,,,^ k . õ . n . ẽ $,default
Maihiki-131-urinate-1,,Maihiki,131-urinate,gone,g.o.n.e,g o n e,,Chacon2014,,,^ g . o . n . e $,default
Sekoya-131-urinate-1,,Sekoya,131-urinate,kõne,k.õ.n.e,k õ n e,,Chacon2014,,,^ k . õ . n . e $,default
Siona-131-urinate-1,,Siona,131-urinate,kʔõne,kʔ.õ.n.e,kˀ õ n e,,Chacon2014,,,^ kʔ . õ . n . e $,default
Tukano-131-urinate-1,,Tukano,131-urinate,~oʔde,õ.ʔn.ẽ,õ ˀn ẽ,,Chacon2014,,,^ õ . ʔn . ẽ $,default
Tuyuka-131-urinate-1,,Tuyuka,131-urinate,~kode,k.õ.n.ẽ,k õ n ẽ,,Chacon2014,,,^ k . õ . n . ẽ $,default
Wanano-131-urinate-1,,Wanano,131-urinate,~khudu,kh.ũ.n.ũ,kʰ ũ n ũ,,Chacon2014,,,^ kh . ũ . n . ũ $,default
Prototucanoan-131-urinate-1,,Prototucanoan,131-urinate,*kʔone,kʔ.o.n.e,kˀ o n e,,Chacon2014,,,^ kʔ . o . n . e $,default
Barasano-60-hole-1,,Barasano,60-hole,gohe,g.o.h.e,g o h e,,Chacon2014,,,^ g . o . h . e $,default
Desano-60-hole-1,,Desano,60-hole,gobe,g.o.b.e,g o b e,,Chacon2014,,,^ g . o . b . e $,default
Karapan-60-hole-1,,Karapan,60-hole,ope,o.p.e,o p e,,Chacon2014,,,^ o . p . e $,default
Koreguahe-60-hole-1,,Koreguahe,60-hole,kohe,k.o.h.e,k o h e,,Chacon2014,,,^ k . o . h . e $,default
Kubeo-60-hole-1,,Kubeo,60-hole,kobe,k.o.b.e,k o b e,,Chacon2014,,,^ k . o . b . e $,default
Kueretu-60-hole-1,,Kueretu,60-hole,gohe,g.o.h.e,g o h e,,Chacon2014,,,^ g . o . h . e $,default
Maihiki-60-hole-1,,Maihiki,60-hole,gohe,g.o.h.e,g o h e,,Chacon2014,,,^ g . o . h . e $,default
Sekoya-60-hole-1,,Sekoya,60-hole,kohe,k.o.h.e,k o h e,,Chacon2014,,,^ k . o . h . e $,default
Siona-60-hole-1,,Siona,60-hole,kʔohe,kʔ.o.h.e,kˀ o h e,,Chacon2014,,,^ kʔ . o . h . e $,default
Tanimuka-60-hole-1,,Tanimuka,60-hole,kope,k.o.ɸ.e,k o ɸ e,,Chacon2014,,,^ k . o . ɸ . e $,default
Tukano-60-hole-1,,Tukano,60-hole,kope,k.o.p.e,k o p e,,Chacon2014,,,^ k . o . p . e $,default
Tuyuka-60-hole-1,,Tuyuka,60-hole,kope,k.o.p.e,k o p e,,Chacon2014,,,^ k . o . p . e $,default
Wanano-60-hole-1,,Wanano,60-hole,kope,k.o.p.e,k o p e,,Chacon2014,,,^ k . o . p . e $,default
Prototucanoan-60-hole-1,,Prototucanoan,60-hole,*kʔope,kʔ.o.p.e,kˀ o p e,,Chacon2014,,,^ kʔ . o . p . e $,default
Barasano-126-tooth-1,,Barasano,126-tooth,guhi,g.u.h.i,g u h i,,Chacon2014,,,^ g . u . h . i $,default
Karapan-126-tooth-1,,Karapan,126-tooth,opi,o.p.i,o p i,,Chacon2014,,,^ o . p . i $,default
Koreguahe-126-tooth-1,,Koreguahe,126-tooth,~khohi,kh.õ.h.ĩ,kʰ õ h ĩ,,Chacon2014,,,^ kh . õ . h . ĩ $,default
Kubeo-126-tooth-1,,Kubeo,126-tooth,~kopi,k.õ.p.ĩ,k õ p ĩ,,Chacon2014,,,^ k . õ . p . ĩ $,default
Kueretu-126-tooth-1,,Kueretu,126-tooth,kohi,k.o.h.i,k o h i,,Chacon2014,,,^ k . o . h . i $,default
Maihiki-126-tooth-1,,Maihiki,126-tooth,gũhi,ŋ.ũ.h.i,ŋ ũ h i,,Chacon2014,,,^ ŋ . ũ . h . i $,default
Sekoya-126-tooth-1,,Sekoya,126-tooth,~koʔhi,k.õ.ʔh.ĩ,k õ ˀh ĩ,,Chacon2014,,,^ k . õ . ʔh . ĩ $,default
Siona-126-tooth-1,,Siona,126-tooth,~kʔuhi,kʔ.ũ.h.ĩ,kˀ ũ h ĩ,,Chacon2014,,,^ kʔ . ũ . h . ĩ $,default
Tanimuka-126-tooth-1,,Tanimuka,126-tooth,opi,o.ɸ.i,o ɸ i,,Chacon2014,,,^ o . ɸ . i $,default
Tukano-126-tooth-1,,Tukano,126-tooth,upi,u.p.i,u p i,,Chacon2014,,,^ u . p . i $,default
Tuyuka-126-tooth-1,,Tuyuka,126-tooth,upi,u.p.i,u p i,,Chacon2014,,,^ u . p . i $,default
Wanano-126-tooth-1,,Wanano,126-tooth,pidiaka,p.i.d.i.a.k.a,p i d i a k a,,Chacon2014,,,^ p . i . d . i . a . k . a $,default
Prototucanoan-126-tooth-1,,Prototucanoan,126-tooth,*kʔõpi,kʔ.õ.p.i,kˀ õ p i,,Chacon2014,,,^ kʔ . õ . p . i $,default
Barasano-13-bone-1,,Barasano,13-bone,~goa,ŋ.õ.ã,ŋ õ ã,,Chacon2014,,,^ ŋ . õ . ã $,default
Desano-13-bone-1,,Desano,13-bone,~goa,ŋ.õ.ã,ŋ õ ã,,Chacon2014,,,^ ŋ . õ . ã $,default
Karapan-13-bone-1,,Karapan,13-bone,~oʔa,õ.ʔ.ã,õ ʔ ã,,Chacon2014,,,^ õ . ʔ . ã $,default
Kubeo-13-bone-1,,Kubeo,13-bone,~kua,k.ũ.ã,k ũ ã,,Chacon2014,,,^ k . ũ . ã $,default
Kueretu-13-bone-1,,Kueretu,13-bone,koa,k.o.a,k o a,,Chacon2014,,,^ k . o . a $,default
