ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Siona-13-bone-1,,Siona,13-bone,kʔõʔa,kʔ.õ.ʔ.a,kˀ õ ʔ a,,Chacon2014,,,^ kʔ . õ . ʔ . a $,default
Tanimuka-13-bone-1,,Tanimuka,13-bone,~uʔa,ũ.ʔ.ã,ũ ʔ ã,,Chacon2014,,,^ ũ . ʔ . ã $,default
Tukano-13-bone-1,,Tukano,13-bone,~oʔa,õ.ʔ.ã,õ ʔ ã,,Chacon2014,,,^ õ . ʔ . ã $,default
Tuyuka-13-bone-1,,Tuyuka,13-bone,~koa,k.õ.ã,k õ ã,,Chacon2014,,,^ k . õ . ã $,default
Wanano-13-bone-1,,Wanano,13-bone,~khoʔa,kh.õ.ʔ.ã,kʰ õ ʔ ã,,Chacon2014,,,^ kh . õ . ʔ . ã $,default
Prototucanoan-13-bone-1,,Prototucanoan,13-bone,*kʔoʔa,kʔ.õ.ʔ.ã,kˀ õ ʔ ã,,Chacon2014,,,^ kʔ . õ . ʔ . ã $,default
Barasano-47-flower-1,,Barasano,47-flower,godo,g.o.d.o,g o d o,,Chacon2014,,,^ g . o . d . o $,default
Desano-47-flower-1,,Desano,47-flower,go,g.o,g o,,Chacon2014,,,^ g . o $,default
Koreguahe-47-flower-1,,Koreguahe,47-flower,koro,k.o.r.o,k o ɾ o,,Chacon2014,,,^ k . o . r . o $,default
Kubeo-47-flower-1,,Kubeo,47-flower,kowɨ,k.o.w.ɨ,k o w ɨ,,Chacon2014,,,^ k . o . w . ɨ $,default
Kueretu-47-flower-1,,Kueretu,47-flower,teko,t.e.k.o,t e k o,,Chacon2014,,,^ t . e . k . o $,default
Sekoya-47-flower-1,,Sekoya,47-flower,hodo,h.o.d.o,h o d o,,Chacon2014,,,^ h . o . d . o $,default
Siona-47-flower-1,,Siona,47-flower,kodo,k.o.d.o,k o d o,,Chacon2014,,,^ k . o . d . o $,default
Tanimuka-47-flower-1,,Tanimuka,47-flower,~oʔo,õ.ʔ.õ,õ ʔ õ,,Chacon2014,,,^ õ . ʔ . õ $,default
Tukano-47-flower-1,,Tukano,47-flower,oʔo,o.ʔ.o,o ʔ o,,Chacon2014,,,^ o . ʔ . o $,default
Tuyuka-47-flower-1,,Tuyuka,47-flower,koo,k.o.o,k o o,,Chacon2014,,,^ k . o . o $,default
Wanano-47-flower-1,,Wanano,47-flower,koʔo,k.o.ʔ.o,k o ʔ o,,Chacon2014,,,^ k . o . ʔ . o $,default
Prototucanoan-47-flower-1,,Prototucanoan,47-flower,*kʔoʔo,kʔ.o.ʔ.o,kˀ o ʔ o,,Chacon2014,,,^ kʔ . o . ʔ . o $,default
Barasano-106-sleep-1,,Barasano,106-sleep,~kadi,k.ã.n.ĩ,k ã n ĩ,,Chacon2014,,,^ k . ã . n . ĩ $,default
Desano-106-sleep-1,,Desano,106-sleep,~kadi,k.ã.n.ĩ,k ã n ĩ,,Chacon2014,,,^ k . ã . n . ĩ $,default
Karapan-106-sleep-1,,Karapan,106-sleep,~kadi,k.ã.n.ĩ,k ã n ĩ,,Chacon2014,,,^ k . ã . n . ĩ $,default
Koreguahe-106-sleep-1,,Koreguahe,106-sleep,kã+i,k.ã,k ã,,Chacon2014,,,^ k . ã $,default
Kubeo-106-sleep-1,,Kubeo,106-sleep,kã,k.ã,k ã,,Chacon2014,,,^ k . ã $,default
Maihiki-106-sleep-1,,Maihiki,106-sleep,kã+i,k.ã,k ã,,Chacon2014,,,^ k . ã $,default
Sekoya-106-sleep-1,,Sekoya,106-sleep,kã+i,k.ã,k ã,,Chacon2014,,,^ k . ã $,default
Siona-106-sleep-1,,Siona,106-sleep,kã+i,k.ã,k ã,,Chacon2014,,,^ k . ã $,default
Tanimuka-106-sleep-1,,Tanimuka,106-sleep,~kari,k.ã.r.ĩ,k ã ɾ ĩ,,Chacon2014,,,^ k . ã . r . ĩ $,default
Tukano-106-sleep-1,,Tukano,106-sleep,~kadi,k.ã.n.ĩ,k ã n ĩ,,Chacon2014,,,^ k . ã . n . ĩ $,default
Tuyuka-106-sleep-1,,Tuyuka,106-sleep,~kadi,k.ã.n.ĩ,k ã n ĩ,,Chacon2014,,,^ k . ã . n . ĩ $,default
Wanano-106-sleep-1,,Wanano,106-sleep,~khadi,kh.ã.n.ĩ,kʰ ã n ĩ,,Chacon2014,,,^ kh . ã . n . ĩ $,default
Prototucanoan-106-sleep-1,,Prototucanoan,106-sleep,*kã-,k.ã,k ã,,Chacon2014,,,^ k . ã $,default
Barasano-36-elevatedstructureshelvesroofetc-1,,Barasano,36-elevatedstructureshelvesroofetc,kaca,k.a.t∫.a,k a tʃ a,,Chacon2014,,,^ k . a . t∫ . a $,default
Desano-36-elevatedstructureshelvesroofetc-1,,Desano,36-elevatedstructureshelvesroofetc,kaja,k.a.j.a,k a j a,,Chacon2014,,,^ k . a . j . a $,default
Karapan-36-elevatedstructureshelvesroofetc-1,,Karapan,36-elevatedstructureshelvesroofetc,kaja,k.a.j.a,k a j a,,Chacon2014,,,^ k . a . j . a $,default
Koreguahe-36-elevatedstructureshelvesroofetc-1,,Koreguahe,36-elevatedstructureshelvesroofetc,khaja,kh.a.j.a,kʰ a j a,,Chacon2014,,,^ kh . a . j . a $,default
Kubeo-36-elevatedstructureshelvesroofetc-1,,Kubeo,36-elevatedstructureshelvesroofetc,kaja,k.a.j.a,k a j a,,Chacon2014,,,^ k . a . j . a $,default
Tukano-36-elevatedstructureshelvesroofetc-1,,Tukano,36-elevatedstructureshelvesroofetc,kasa,k.a.s.a,k a s a,,Chacon2014,,,^ k . a . s . a $,default
Wanano-36-elevatedstructureshelvesroofetc-1,,Wanano,36-elevatedstructureshelvesroofetc,kasa,k.a.s.a,k a s a,,Chacon2014,,,^ k . a . s . a $,default
Prototucanoan-36-elevatedstructureshelvesroofetc-1,,Prototucanoan,36-elevatedstructureshelvesroofetc,*kaja,k.a.j.a,k a j a,,Chacon2014,,,^ k . a . j . a $,default
Barasano-79-manioc-1,,Barasano,79-manioc,kĩ,k.ĩ.ĩ,k ĩ ĩ,,Chacon2014,,,^ k . ĩ . ĩ $,default
Desano-79-manioc-1,,Desano,79-manioc,kĩĩ,k.ĩ.ĩ,k ĩ ĩ,,Chacon2014,,,^ k . ĩ . ĩ $,default
Karapan-79-manioc-1,,Karapan,79-manioc,kii,k.i.i,k i i,,Chacon2014,,,^ k . i . i $,default
Koreguahe-79-manioc-1,,Koreguahe,79-manioc,khɨi,kh.ɨ.i,kʰ ɨ i,,Chacon2014,,,^ kh . ɨ . i $,default
Kubeo-79-manioc-1,,Kubeo,79-manioc,kɨi,k.ɨ.i,k ɨ i,,Chacon2014,,,^ k . ɨ . i $,default
Kueretu-79-manioc-1,,Kueretu,79-manioc,kɨ,k.ɨ,k ɨ,,Chacon2014,,,^ k . ɨ $,default
Maihiki-79-manioc-1,,Maihiki,79-manioc,kɨi,k.ɨ.i,k ɨ i,,Chacon2014,,,^ k . ɨ . i $,default
Siona-79-manioc-1,,Siona,79-manioc,kɨi,k.ɨ.i,k ɨ i,,Chacon2014,,,^ k . ɨ . i $,default
Tanimuka-79-manioc-1,,Tanimuka,79-manioc,ki,k.i,k i,,Chacon2014,,,^ k . i $,default
Tukano-79-manioc-1,,Tukano,79-manioc,kii,k.i.i,k i i,,Chacon2014,,,^ k . i . i $,default
Wanano-79-manioc-1,,Wanano,79-manioc,khɨɨ,kh.ɨ.ɨ,kʰ ɨ ɨ,,Chacon2014,,,^ kh . ɨ . ɨ $,default
Prototucanoan-79-manioc-1,,Prototucanoan,79-manioc,*kɨi,k.ɨ.i,k ɨ i,,Chacon2014,,,^ k . ɨ . i $,default
Barasano-140-woodpecker-1,,Barasano,140-woodpecker,~kode,k.õ.n.ẽ,k õ n ẽ,,Chacon2014,,,^ k . õ . n . ẽ $,default
Desano-140-woodpecker-1,,Desano,140-woodpecker,~kode,k.õ.n.ẽ,k õ n ẽ,,Chacon2014,,,^ k . õ . n . ẽ $,default
Karapan-140-woodpecker-1,,Karapan,140-woodpecker,~kode,k.õ.n.ẽ,k õ n ẽ,,Chacon2014,,,^ k . õ . n . ẽ $,default
Koreguahe-140-woodpecker-1,,Koreguahe,140-woodpecker,khõne,kh.õ.n.e,kʰ õ n e,,Chacon2014,,,^ kh . õ . n . e $,default
Kubeo-140-woodpecker-1,,Kubeo,140-woodpecker,~kode,k.õ.n.ẽ,k õ n ẽ,,Chacon2014,,,^ k . õ . n . ẽ $,default
Maihiki-140-woodpecker-1,,Maihiki,140-woodpecker,kone,k.o.n.e,k o n e,,Chacon2014,,,^ k . o . n . e $,default
Sekoya-140-woodpecker-1,,Sekoya,140-woodpecker,kõne,k.õ.n.e,k õ n e,,Chacon2014,,,^ k . õ . n . e $,default
Siona-140-woodpecker-1,,Siona,140-woodpecker,kone,k.o.n.e,k o n e,,Chacon2014,,,^ k . o . n . e $,default
Tukano-140-woodpecker-1,,Tukano,140-woodpecker,~kode,k.õ.n.ẽ,k õ n ẽ,,Chacon2014,,,^ k . õ . n . ẽ $,default
Wanano-140-woodpecker-1,,Wanano,140-woodpecker,~khode,kh.õ.n.ẽ,kʰ õ n ẽ,,Chacon2014,,,^ kh . õ . n . ẽ $,default
Prototucanoan-140-woodpecker-1,,Prototucanoan,140-woodpecker,*kone,k.o.n.e,k o n e,,Chacon2014,,,^ k . o . n . e $,default
Barasano-119-tobite-1,,Barasano,119-tobite,~kuni,k.ũ.n.ĩ,k ũ n ĩ,,Chacon2014,,,^ k . ũ . n . ĩ $,default
Desano-119-tobite-1,,Desano,119-tobite,~kudi,k.ũ.n.ĩ,k ũ n ĩ,,Chacon2014,,,^ k . ũ . n . ĩ $,default
Koreguahe-119-tobite-1,,Koreguahe,119-tobite,khũʔi,kh.ũ.ʔ.i,kʰ ũ ʔ i,,Chacon2014,,,^ kh . ũ . ʔ . i $,default
Kubeo-119-tobite-1,,Kubeo,119-tobite,~ku,k.ũ,k ũ,,Chacon2014,,,^ k . ũ $,default
Maihiki-119-tobite-1,,Maihiki,119-tobite,kũi,k.ũ.i,k ũ i,,Chacon2014,,,^ k . ũ . i $,default
Sekoya-119-tobite-1,,Sekoya,119-tobite,kõkɨ,k.õ.k.ɨ,k õ k ɨ,,Chacon2014,,,^ k . õ . k . ɨ $,default
Siona-119-tobite-1,,Siona,119-tobite,kũʔi,k.ũ.ʔ.i,k ũ ʔ i,,Chacon2014,,,^ k . ũ . ʔ . i $,default
Tanimuka-119-tobite-1,,Tanimuka,119-tobite,kuʔku,k.u.ʔk.u,k u ˀk u,,Chacon2014,,,^ k . u . ʔk . u $,default
Tukano-119-tobite-1,,Tukano,119-tobite,~kuʔdi,k.ũ.ʔn.ĩ,k ũ ˀn ĩ,,Chacon2014,,,^ k . ũ . ʔn . ĩ $,default
Tuyuka-119-tobite-1,,Tuyuka,119-tobite,baka,b.a.k.a,b a k a,,Chacon2014,,,^ b . a . k . a $,default
Yupua-119-tobite-1,,Yupua,119-tobite,~kuri,k.ũ.r.ĩ,k ũ ɾ ĩ,,Chacon2014,,,^ k . ũ . r . ĩ $,default
Prototucanoan-119-tobite-1,,Prototucanoan,119-tobite,*kũ,k.ũ,k ũ,,Chacon2014,,,^ k . ũ $,default
Koreguahe-17-capybara-1,,Koreguahe,17-capybara,kuẽso,kw.ẽ.s.o,kʷ ẽ s o,,Chacon2014,,,^ kw . ẽ . s . o $,default
Kueretu-17-capybara-1,,Kueretu,17-capybara,ketu,k.e.t.u,k e t u,,Chacon2014,,,^ k . e . t . u $,default
Sekoya-17-capybara-1,,Sekoya,17-capybara,kueso,kw.e.s.o,kʷ e s o,,Chacon2014,,,^ kw . e . s . o $,default
Siona-17-capybara-1,,Siona,17-capybara,kʔueso,kwʔ.e.s.o,kʷˀ e s o,,Chacon2014,,,^ kwʔ . e . s . o $,default
Tanimuka-17-capybara-1,,Tanimuka,17-capybara,keehu,k.e.h.u,k e h u,,Chacon2014,,,^ k . e . h . u $,default
Prototucanoan-17-capybara-1,,Prototucanoan,17-capybara,*kwetju,kw.e.tj.u,kʷ e tʲ u,,Chacon2014,,,^ kw . e . tj . u $,default
Barasano-133-wait-1,,Barasano,133-wait,kode,k.o.d.e,k o d e,,Chacon2014,,,^ k . o . d . e $,default
Desano-133-wait-1,,Desano,133-wait,kode,k.o.d.e,k o d e,,Chacon2014,,,^ k . o . d . e $,default
Kubeo-133-wait-1,,Kubeo,133-wait,kode,k.o.d.e,k o d e,,Chacon2014,,,^ k . o . d . e $,default
Kueretu-133-wait-1,,Kueretu,133-wait,hote,h.o.t.e,h o t e,,Chacon2014,,,^ h . o . t . e $,default
Maihiki-133-wait-1,,Maihiki,133-wait,ɨ̃te,ɨ̃.t.e,ɨ̃ t e,,Chacon2014,,,^ ɨ̃ . t . e $,default
Sekoya-133-wait-1,,Sekoya,133-wait,ute,u.t.e,u t e,,Chacon2014,,,^ u . t . e $,default
Tukano-133-wait-1,,Tukano,133-wait,koʔte,k.o.ʔt.e,k o ˀt e,,Chacon2014,,,^ k . o . ʔt . e $,default
Wanano-133-wait-1,,Wanano,133-wait,koʔta,k.o.ʔt.a,k o ˀt a,,Chacon2014,,,^ k . o . ʔt . a $,default
Yupua-133-wait-1,,Yupua,133-wait,kore,k.o.r.e,k o ɾ e,,Chacon2014,,,^ k . o . r . e $,default
Prototucanoan-133-wait-1,,Prototucanoan,133-wait,*kwɨtʔe,kw.ɨ.tʔ.e,kʷ ɨ tˀ e,,Chacon2014,,,^ kw . ɨ . tʔ . e $,default
Barasano-77-macaw-1,,Barasano,77-macaw,~baha,m.ã.h.ã,m ã h ã,,Chacon2014,,,^ m . ã . h . ã $,default
Desano-77-macaw-1,,Desano,77-macaw,~baha,m.ã.h.ã,m ã h ã,,Chacon2014,,,^ m . ã . h . ã $,default
Karapan-77-macaw-1,,Karapan,77-macaw,~baa,m.a.a,m a a,,Chacon2014,,,^ m . a . a $,default
Koreguahe-77-macaw-1,,Koreguahe,77-macaw,maa,m.a.a,m a a,,Chacon2014,,,^ m . a . a $,default
Kubeo-77-macaw-1,,Kubeo,77-macaw,~ma,m.ã,m ã,,Chacon2014,,,^ m . ã $,default
Maihiki-77-macaw-1,,Maihiki,77-macaw,ma,m.a,m a,,Chacon2014,,,^ m . a $,default
Sekoya-77-macaw-1,,Sekoya,77-macaw,toa+ma,t.o.a.m.a,t o a m a,,Chacon2014,,,^ t . o . a . m . a $,default
Siona-77-macaw-1,,Siona,77-macaw,ma,m.a,m a,,Chacon2014,,,^ m . a $,default
Tukano-77-macaw-1,,Tukano,77-macaw,~baha,m.ã.h.ã,m ã h ã,,Chacon2014,,,^ m . ã . h . ã $,default
Wanano-77-macaw-1,,Wanano,77-macaw,~baha,m.ã.h.ã,m ã h ã,,Chacon2014,,,^ m . ã . h . ã $,default
Prototucanoan-77-macaw-1,,Prototucanoan,77-macaw,*maha,m.a.h.a,m a h a,,Chacon2014,,,^ m . a . h . a $,default
Barasano-71-know-1,,Barasano,71-know,~baci,m.ã.ts.ĩ,m ã ts ĩ,,Chacon2014,,,^ m . ã . ts . ĩ $,default
Desano-71-know-1,,Desano,71-know,~basi,m.ã.s.ĩ,m ã s ĩ,,Chacon2014,,,^ m . ã . s . ĩ $,default
Koreguahe-71-know-1,,Koreguahe,71-know,masi,m.a.s.i,m a s i,,Chacon2014,,,^ m . a . s . i $,default
Kubeo-71-know-1,,Kubeo,71-know,mahi,m.a.h.i,m a h i,,Chacon2014,,,^ m . a . h . i $,default
Kueretu-71-know-1,,Kueretu,71-know,masi,m.a.s.i,m a s i,,Chacon2014,,,^ m . a . s . i $,default
Siona-71-know-1,,Siona,71-know,maʔsi,m.a.ʔs.i,m a ˀs i,,Chacon2014,,,^ m . a . ʔs . i $,default
Tukano-71-know-1,,Tukano,71-know,~basi,m.ã.s.ĩ,m ã s ĩ,,Chacon2014,,,^ m . ã . s . ĩ $,default
Tuyuka-71-know-1,,Tuyuka,71-know,~basi,m.ã.s.ĩ,m ã s ĩ,,Chacon2014,,,^ m . ã . s . ĩ $,default
Wanano-71-know-1,,Wanano,71-know,~basi,m.ã.s.ĩ,m ã s ĩ,,Chacon2014,,,^ m . ã . s . ĩ $,default
Prototucanoan-71-know-1,,Prototucanoan,71-know,*masi,m.a.s.i,m a s i,,Chacon2014,,,^ m . a . s . i $,default
Barasano-94-path-1,,Barasano,94-path,~baa,m.a.a,m a a,,Chacon2014,,,^ m . a . a $,default
Desano-94-path-1,,Desano,94-path,~baʔa,m.ã.ʔ.ã,m ã ʔ ã,,Chacon2014,,,^ m . ã . ʔ . ã $,default
Karapan-94-path-1,,Karapan,94-path,~baʔa,m.ã.ʔ.ã,m ã ʔ ã,,Chacon2014,,,^ m . ã . ʔ . ã $,default
Koreguahe-94-path-1,,Koreguahe,94-path,maʔa,m.a.ʔ.a,m a ʔ a,,Chacon2014,,,^ m . a . ʔ . a $,default
Kubeo-94-path-1,,Kubeo,94-path,~ba,m.ã,m ã,,Chacon2014,,,^ m . ã $,default
Kueretu-94-path-1,,Kueretu,94-path,maa,m.a.a,m a a,,Chacon2014,,,^ m . a . a $,default
Maihiki-94-path-1,,Maihiki,94-path,ma,m.a,m a,,Chacon2014,,,^ m . a $,default
Sekoya-94-path-1,,Sekoya,94-path,maʔa,m.a.ʔ.a,m a ʔ a,,Chacon2014,,,^ m . a . ʔ . a $,default
Siona-94-path-1,,Siona,94-path,maʔa,m.a.ʔ.a,m a ʔ a,,Chacon2014,,,^ m . a . ʔ . a $,default
Tanimuka-94-path-1,,Tanimuka,94-path,~baʔa,m.ã.ʔ.ã,m ã ʔ ã,,Chacon2014,,,^ m . ã . ʔ . ã $,default
Tukano-94-path-1,,Tukano,94-path,~ba,m.ã,m ã,,Chacon2014,,,^ m . ã $,default
Tuyuka-94-path-1,,Tuyuka,94-path,~baa,m.a.a,m a a,,Chacon2014,,,^ m . a . a $,default
Wanano-94-path-1,,Wanano,94-path,~baʔa,m.ã.ʔ.ã,m ã ʔ ã,,Chacon2014,,,^ m . ã . ʔ . ã $,default
Prototucanoan-94-path-1,,Prototucanoan,94-path,*maʔa,m.a.ʔ.a,m a ʔ a,,Chacon2014,,,^ m . a . ʔ . a $,default
Barasano-3-antsp-1,,Barasano,3-antsp,~beka,m.ẽ.k.ã,m ẽ k ã,,Chacon2014,,,^ m . ẽ . k . ã $,default
Desano-3-antsp-1,,Desano,3-antsp,~bega,m.ẽ.ŋ.ã,m ẽ ŋ ã,,Chacon2014,,,^ m . ẽ . ŋ . ã $,default
Karapan-3-antsp-1,,Karapan,3-antsp,~beka,m.ẽ.k.ã,m ẽ k ã,,Chacon2014,,,^ m . ẽ . k . ã $,default
Koreguahe-3-antsp-1,,Koreguahe,3-antsp,mekha,m.e.kh.a,m e kʰ a,,Chacon2014,,,^ m . e . kh . a $,default
Kubeo-3-antsp-1,,Kubeo,3-antsp,~bea,m.ẽ.ã,m ẽ ã,,Chacon2014,,,^ m . ẽ . ã $,default
Kueretu-3-antsp-1,,Kueretu,3-antsp,mekia,m.e.kj.a,m e kʲ a,,Chacon2014,,,^ m . e . kj . a $,default
Maihiki-3-antsp-1,,Maihiki,3-antsp,meka,m.e.k.a,m e k a,,Chacon2014,,,^ m . e . k . a $,default
Siona-3-antsp-1,,Siona,3-antsp,mea,m.e.a,m e a,,Chacon2014,,,^ m . e . a $,default
Tanimuka-3-antsp-1,,Tanimuka,3-antsp,~beka,m.ẽ.k.ã,m ẽ k ã,,Chacon2014,,,^ m . ẽ . k . ã $,default
Tukano-3-antsp-1,,Tukano,3-antsp,~beka,m.ẽ.k.ã,m ẽ k ã,,Chacon2014,,,^ m . ẽ . k . ã $,default
Wanano-3-antsp-1,,Wanano,3-antsp,~bat∫ɨ,m.ã.t∫.ɨ̃,m ã tʃ ɨ̃,,Chacon2014,,,^ m . ã . t∫ . ɨ̃ $,default
Prototucanoan-3-antsp-1,,Prototucanoan,3-antsp,*meka,m.e.k.a,m e k a,,Chacon2014,,,^ m . e . k . a $,default
Barasano-63-hummingbird-1,,Barasano,63-hummingbird,~bibi,m.ĩ.m.ĩ,m ĩ m ĩ,,Chacon2014,,,^ m . ĩ . m . ĩ $,default
Desano-63-hummingbird-1,,Desano,63-hummingbird,~bibi,m.ĩ.m.ĩ,m ĩ m ĩ,,Chacon2014,,,^ m . ĩ . m . ĩ $,default
Karapan-63-hummingbird-1,,Karapan,63-hummingbird,~bibi,m.ĩ.m.ĩ,m ĩ m ĩ,,Chacon2014,,,^ m . ĩ . m . ĩ $,default
Koreguahe-63-hummingbird-1,,Koreguahe,63-hummingbird,mimi,m.i.m.i,m i m i,,Chacon2014,,,^ m . i . m . i $,default
Kubeo-63-hummingbird-1,,Kubeo,63-hummingbird,~bibi,m.ĩ.m.ĩ,m ĩ m ĩ,,Chacon2014,,,^ m . ĩ . m . ĩ $,default
Kueretu-63-hummingbird-1,,Kueretu,63-hummingbird,mimi,m.i.m.i,m i m i,,Chacon2014,,,^ m . i . m . i $,default
Maihiki-63-hummingbird-1,,Maihiki,63-hummingbird,mimi,m.i.m.i,m i m i,,Chacon2014,,,^ m . i . m . i $,default
Sekoya-63-hummingbird-1,,Sekoya,63-hummingbird,mimi,m.i.m.i,m i m i,,Chacon2014,,,^ m . i . m . i $,default
Siona-63-hummingbird-1,,Siona,63-hummingbird,mimi,m.i.m.i,m i m i,,Chacon2014,,,^ m . i . m . i $,default
Tukano-63-hummingbird-1,,Tukano,63-hummingbird,~bibi,m.ĩ.m.ĩ,m ĩ m ĩ,,Chacon2014,,,^ m . ĩ . m . ĩ $,default
Wanano-63-hummingbird-1,,Wanano,63-hummingbird,~wiʔbi,w̃.ĩ.ʔm.ĩ,w̃ ĩ ˀm ĩ,,Chacon2014,,,^ w̃ . ĩ . ʔm . ĩ $,default
Prototucanoan-63-hummingbird-1,,Prototucanoan,63-hummingbird,*mimi,m.i.m.i,m i m i,,Chacon2014,,,^ m . i . m . i $,default
Barasano-142-youall-1,,Barasano,142-youall,~bɨa,m.ɨ̃.ã,m ɨ̃ ã,,Chacon2014,,,^ m . ɨ̃ . ã $,default
Desano-142-youall-1,,Desano,142-youall,~bɨa,m.ɨ̃.ã,m ɨ̃ ã,,Chacon2014,,,^ m . ɨ̃ . ã $,default
Karapan-142-youall-1,,Karapan,142-youall,~bɨsa,m.ɨ̃.s.ã,m ɨ̃ s ã,,Chacon2014,,,^ m . ɨ̃ . s . ã $,default
Koreguahe-142-youall-1,,Koreguahe,142-youall,mɨsanɨkhona,m.ɨ.s.a.n.ɨ.kh.o.n.a,m ɨ s a n ɨ kʰ o n a,,Chacon2014,,,^ m . ɨ . s . a . n . ɨ . kh . o . n . a $,default
Kubeo-142-youall-1,,Kubeo,142-youall,~bɨha,m.ɨ̃.h.ã,m ɨ̃ h ã,,Chacon2014,,,^ m . ɨ̃ . h . ã $,default
Kueretu-142-youall-1,,Kueretu,142-youall,mɨta,m.ɨ.t.a,m ɨ t a,,Chacon2014,,,^ m . ɨ . t . a $,default
Maihiki-142-youall-1,,Maihiki,142-youall,mɨsa,m.ɨ.s.a,m ɨ s a,,Chacon2014,,,^ m . ɨ . s . a $,default
Sekoya-142-youall-1,,Sekoya,142-youall,mɨsaru,m.ɨ.s.a.r.u,m ɨ s a ɾ u,,Chacon2014,,,^ m . ɨ . s . a . r . u $,default
Siona-142-youall-1,,Siona,142-youall,mɨsakwa,m.ɨ.s.a.k.w.a,m ɨ s a k w a,,Chacon2014,,,^ m . ɨ . s . a . k . w . a $,default
Tanimuka-142-youall-1,,Tanimuka,142-youall,~biha,m.ĩ.h.ã,m ĩ h ã,,Chacon2014,,,^ m . ĩ . h . ã $,default
Tukano-142-youall-1,,Tukano,142-youall,~bɨsa,m.ɨ̃.s.ã,m ɨ̃ s ã,,Chacon2014,,,^ m . ɨ̃ . s . ã $,default
Tuyuka-142-youall-1,,Tuyuka,142-youall,~bɨa,m.ɨ̃.ã,m ɨ̃ ã,,Chacon2014,,,^ m . ɨ̃ . ã $,default
Wanano-142-youall-1,,Wanano,142-youall,~bɨha,m.ɨ̃.h.ã,m ɨ̃ h ã,,Chacon2014,,,^ m . ɨ̃ . h . ã $,default
Prototucanoan-142-youall-1,,Prototucanoan,142-youall,*mɨ-tja,m.ɨ.ts.a,m ɨ ts a,,Chacon2014,,,^ m . ɨ . ts . a $,default
Barasano-123-tobacco-1,,Barasano,123-tobacco,~bɨʔdo,m.ɨ̃.ʔn.õ,m ɨ̃ ˀn õ,,Chacon2014,,,^ m . ɨ̃ . ʔn . õ $,default
Desano-123-tobacco-1,,Desano,123-tobacco,~budu,m.ũ.n.ũ,m ũ n ũ,,Chacon2014,,,^ m . ũ . n . ũ $,default
Karapan-123-tobacco-1,,Karapan,123-tobacco,~bɨdo,m.ɨ̃.n.õ,m ɨ̃ n õ,,Chacon2014,,,^ m . ɨ̃ . n . õ $,default
Koreguahe-123-tobacco-1,,Koreguahe,123-tobacco,mɨto,m.ɨ.t.o,m ɨ t o,,Chacon2014,,,^ m . ɨ . t . o $,default
Kueretu-123-tobacco-1,,Kueretu,123-tobacco,mɨno,m.ɨ.n.o,m ɨ n o,,Chacon2014,,,^ m . ɨ . n . o $,default
Maihiki-123-tobacco-1,,Maihiki,123-tobacco,mɨto,m.ɨ.t.o,m ɨ t o,,Chacon2014,,,^ m . ɨ . t . o $,default
Sekoya-123-tobacco-1,,Sekoya,123-tobacco,mɨto,m.ɨ.t.o,m ɨ t o,,Chacon2014,,,^ m . ɨ . t . o $,default
Siona-123-tobacco-1,,Siona,123-tobacco,muto,m.u.t.o,m u t o,,Chacon2014,,,^ m . u . t . o $,default
Tanimuka-123-tobacco-1,,Tanimuka,123-tobacco,~biʔro,m.ĩ.ʔr.õ,m ĩ ˀɾ õ,,Chacon2014,,,^ m . ĩ . ʔr . õ $,default
Tukano-123-tobacco-1,,Tukano,123-tobacco,~bɨʔdo,m.ɨ̃.ʔn.õ,m ɨ̃ ˀn õ,,Chacon2014,,,^ m . ɨ̃ . ʔn . õ $,default
Tuyuka-123-tobacco-1,,Tuyuka,123-tobacco,~bɨdo,m.ɨ̃.n.õ,m ɨ̃ n õ,,Chacon2014,,,^ m . ɨ̃ . n . õ $,default
Wanano-123-tobacco-1,,Wanano,123-tobacco,~bɨʔto,m.ɨ̃.ʔt.õ,m ɨ̃ ˀt õ,,Chacon2014,,,^ m . ɨ̃ . ʔt . õ $,default
Prototucanoan-123-tobacco-1,,Prototucanoan,123-tobacco,*mɨtʔo,m.ɨ.tʔ.o,m ɨ tˀ o,,Chacon2014,,,^ m . ɨ . tʔ . o $,default
Barasano-82-mosquito-1,,Barasano,82-mosquito,~bɨte,m.ɨ̃.t.ẽ,m ɨ̃ t ẽ,,Chacon2014,,,^ m . ɨ̃ . t . ẽ $,default
Desano-82-mosquito-1,,Desano,82-mosquito,~bɨde,m.ɨ̃.n.ẽ,m ɨ̃ n ẽ,,Chacon2014,,,^ m . ɨ̃ . n . ẽ $,default
Karapan-82-mosquito-1,,Karapan,82-mosquito,~bɨte,m.ɨ̃.t.ẽ,m ɨ̃ t ẽ,,Chacon2014,,,^ m . ɨ̃ . t . ẽ $,default
Koreguahe-82-mosquito-1,,Koreguahe,82-mosquito,mɨthe,m.ɨ.th.e,m ɨ tʰ e,,Chacon2014,,,^ m . ɨ . th . e $,default
Kubeo-82-mosquito-1,,Kubeo,82-mosquito,~bɨte,m.ɨ̃.t.ẽ,m ɨ̃ t ẽ,,Chacon2014,,,^ m . ɨ̃ . t . ẽ $,default
Kueretu-82-mosquito-1,,Kueretu,82-mosquito,mɨne,m.ɨ.n.e,m ɨ n e,,Chacon2014,,,^ m . ɨ . n . e $,default
