index,source,target,context,proto language,daughter language
6472,uo,ɔː,N/A,Proto-Tai,North Tai
6473,̯uo,u,N/A,Proto-Tai,North Tai
6474,̯io,o,N/A,Proto-Tai,North Tai
6475,̯1a,ɨ̯a,N/A,Proto-Tai,North Tai
6476,uo,uu,N/A,Proto-Tai,North Tai
6477,uu,u, / _\%,Proto-Tai,North Tai
6478,̯1O,ɨa,N/A,Proto-Tai,North Tai
6479,u̯1,ɨə,N/A,Proto-Tai,North Tai
6480,u̯a,u̯O,N/A,Proto-Tai,North Tai
6481,ɨə,ɨː,N/A,Proto-Tai,North Tai
6482,u̯O,ɔː,N/A,Proto-Tai,North Tai
6483,kl,ð,N/A,North Tai,Dioi
6484,ŋ,ɡ,N/A,North Tai,Dioi
6485,!d,n,N/A,North Tai,Po-Ai
6486,s,ɬ,N/A,North Tai,Po-Ai
6487,ɨ,ɔ, / _\ipa{u},North Tai,Po-Ai
6488,̆1@,̆1, / _C\%,North Tai,Po-Ai
6489,̆1,a, / _K,North Tai,Po-Ai
6490,̆1,ə,N/A,North Tai,Po-Ai
6491,uə,̆u,N/A,North Tai,Po-Ai
6492,ɔː,oː,N/A,North Tai,Po-Ai
6493,ɨ̯@,ɨː, / _\%,North Tai,Po-Ai
6494,ɨ̯@,ɨ, / _C\%,North Tai,Po-Ai
6495,̯io,o,N/A,North Tai,Po-Ai
6496,e,o," / _\{\ipa{m,p}\}\%",North Tai,Po-Ai
6497,e,ε, / _C\%,North Tai,Po-Ai
6498,ε,eː,N/A,North Tai,Po-Ai
6499,iε,̆i,N/A,North Tai,Po-Ai
6500,̯ie,i,N/A,North Tai,Po-Ai
6501,o,ɔ,N/A,North Tai,Po-Ai
6502,̯u1,ɔ, / \ipa{m}_,North Tai,Po-Ai
6503,̯u1,ɨ,N/A,North Tai,Po-Ai
6504,ɨ̯a,iː, / \ipa{j}_,North Tai,Po-Ai
6505,ɨ̯a,ɨː,N/A,North Tai,Po-Ai
6506,ua,uː,N/A,North Tai,Po-Ai
6507,ɔ,oː,N/A,North Tai,Po-Ai
6508,ua,uː,N/A,North Tai,Po-Ai
6509,ɨɔ,ɨ, / _C\%,North Tai,Po-Ai
6510,̯1a,ɨː,N/A,North Tai,Po-Ai
6511,u̯e,u, / _C\%,North Tai,Po-Ai
6512,u̯e,uː,N/A,North Tai,Po-Ai
6513,ɨ̯o,uː,N/A,North Tai,Po-Ai
6514,ɨ̯a,aː,N/A,North Tai,Po-Ai
6515,i̯e,eː,N/A,North Tai,Po-Ai
6516,ɨ̯e,iː,N/A,North Tai,Po-Ai
6517,ɨ,ɨː, / _\ipa{i},North Tai,Po-Ai
6518,a,aː, / _\ipa{i},North Tai,Po-Ai
6519,̯1ai,ɨːi,N/A,North Tai,Po-Ai
6520,̯u@i,wiː,N/A,North Tai,Po-Ai
6521,̯u@i,iː,N/A,North Tai,Po-Ai
6522,ɔi,oːi,N/A,North Tai,Po-Ai
6523,ə,a," / _\ipa{\{u,1\}}",North Tai,Po-Ai
6524,ε,eː, / _\ipa{u},North Tai,Po-Ai
6525,e,a, / _\ipa{u},North Tai,Po-Ai
6526,i,iː, / _\ipa{u},North Tai,Po-Ai
6527,̯i@u,uː,N/A,North Tai,Po-Ai
6528,s,θ,N/A,North Tai,Wu-Ming
6529,u,a̯U,N/A,North Tai,Wu-Ming
6530,v,f,N/A,Proto-Tai,Southwest Tai
6531,m,w, / ! _\ipa{w},Proto-Tai,Southwest Tai
6532,w,ɔ, / \ipa{m}_,Proto-Tai,Southwest Tai
6533,l,ɔ," / \{\ipa{p,k(\super h),N}\}_",Proto-Tai,Southwest Tai
6534,pr,t,N/A,Proto-Tai,Southwest Tai
6535,v,b, / _\ipa{r},Proto-Tai,Southwest Tai
6536,tʰl,tʰ,N/A,Proto-Tai,Southwest Tai
6537,tʰr,̥r,N/A,Proto-Tai,Southwest Tai
6538,d,ɔ," / _\{\ipa{l,r}\}",Proto-Tai,Southwest Tai
6539,z,s,N/A,Proto-Tai,Southwest Tai
6540,r,̥r,N/A,Proto-Tai,Southwest Tai
6541,xr,h,N/A,Proto-Tai,Southwest Tai
6542,x,kʰ,N/A,Proto-Tai,Southwest Tai
6543,ɡʷ,kʷʰ,N/A,Proto-Tai,Southwest Tai
6544,ɨə,ɨː,N/A,Proto-Tai,Southwest Tai
6545,iə,̆i, / _C\% (not in all languages),Proto-Tai,Southwest Tai
6546,̯1a,aː,N/A,Proto-Tai,Southwest Tai
6547,εi,ai,N/A,Proto-Tai,Southwest Tai
6548,ei,iː,N/A,Proto-Tai,Southwest Tai
6549,bl,p,N/A,Southwest Tai,Lao
6550,br,pʰ,N/A,Southwest Tai,Lao
6551,̥r,h,N/A,Southwest Tai,Lao
6552,dʒ,s,N/A,Southwest Tai,Lao
6553,ɡ,kʰ,N/A,Southwest Tai,Lao
6554,γ,ɡ,N/A,Southwest Tai,Lao
6555,bl,p,N/A,Southwest Tai,"L\""u"
6556,br,pʰ,N/A,Southwest Tai,"L\""u"
6557,̥r,̥r, / ``literary'',Southwest Tai,"L\""u"
6558,̥r,h,N/A,Southwest Tai,"L\""u"
6559,dʒ,s,N/A,Southwest Tai,"L\""u"
6560,ɲ,j,N/A,Southwest Tai,"L\""u"
6561,ʔ,ɔ, / _\ipa{j},Southwest Tai,"L\""u"
6562,ɡl,k,N/A,Southwest Tai,"L\""u"
6563,ɡr,kʰ,N/A,Southwest Tai,"L\""u"
6564,kʷʰ,xʷ,N/A,Southwest Tai,"L\""u"
6565,γʷ,xʷ,N/A,Southwest Tai,"L\""u"
6566,γʷ,x,N/A,Southwest Tai,"L\""u"
6567,o,u, / _N,Southwest Tai,"L\""u"
6568,e,i, / _N\%,Southwest Tai,"L\""u"
6569,̯̆1,o,N/A,Southwest Tai,"L\""u"
6570,u̯a,ə,N/A,Southwest Tai,"L\""u"
6571,u̯e,e,N/A,Southwest Tai,"L\""u"
6572,bl,p,N/A,Southwest Tai,Shan
6573,br,pʰ,N/A,Southwest Tai,Shan
6574,̥r,h,N/A,Southwest Tai,Shan
6575,ts,sʲ,N/A,Southwest Tai,Shan
6576,dʒ,s,N/A,Southwest Tai,Shan
6577,ɡl,k,N/A,Southwest Tai,Shan
6578,ɡr,kʰ,N/A,Southwest Tai,Shan
6579,ɡ,k,N/A,Southwest Tai,Shan
6580,γ,kʰ,N/A,Southwest Tai,Shan
6581,xʷ,kʷ,N/A,Southwest Tai,Shan
6582,̯̆1,o,N/A,Southwest Tai,Shan
6583,u̯a,ə,N/A,Southwest Tai,Shan
6584,u̯e,e,N/A,Southwest Tai,Shan
6585,!b,m,N/A,Southwest Tai,Siamese
6586,!d,d,N/A,Southwest Tai,Siamese
6587,̥r,h,N/A,Southwest Tai,Siamese
6588,xʷ,kʷ,N/A,Southwest Tai,Siamese
6589,γʷ,ɡʷ,N/A,Southwest Tai,Siamese
6590,̯ua,aː,N/A,Southwest Tai,Siamese
6591,̯1u,uː,N/A,Southwest Tai,Siamese
6592,̯io,u,N/A,Southwest Tai,Siamese
6593,e,o," / _\{\ipa{m,p}\}\%",Southwest Tai,Siamese
6594,̯ie,e,N/A,Southwest Tai,Siamese
6595,a,aː, / _\ipa{i},Southwest Tai,Siamese
6596,̯1ai,aːi,N/A,Southwest Tai,Siamese
6597,əɨ,ai,N/A,Southwest Tai,Siamese
6598,oɨ,ai,N/A,Southwest Tai,Siamese
6599,eu,uː,N/A,Southwest Tai,Siamese
6600,̯1@u,au,N/A,Southwest Tai,Siamese
6601,au,aːu,N/A,Southwest Tai,Siamese
6602,ɨ,ə, / _\ipa{i},Southwest Tai,Siamese
6603,bl,p,N/A,Southwest Tai,Black Tai
6604,br,pʰ,N/A,Southwest Tai,Black Tai
6605,̥r,h,N/A,Southwest Tai,Black Tai
6606,ɡ,k,N/A,Southwest Tai,Black Tai
6607,ɡl,tʃ,N/A,Southwest Tai,Black Tai
6608,bl,p,N/A,Southwest Tai,White Tai
6609,br,pʰ,N/A,Southwest Tai,White Tai
6610,̥r,h,N/A,Southwest Tai,White Tai
6611,kʷʰ,xʷ,N/A,Southwest Tai,White Tai
6612,γʷ,xʷ,N/A,Southwest Tai,White Tai
6613,γʷ,x,N/A,Southwest Tai,White Tai
6614,o,u, / _N,Southwest Tai,White Tai
6615,e,i, / _N\%,Southwest Tai,White Tai
6616,̯̆1,o,N/A,Southwest Tai,White Tai
6617,u̯a,ə,N/A,Southwest Tai,White Tai
6618,u̯e,e,N/A,Southwest Tai,White Tai
6619,p,φ,N/A,Proto-Tanoan,Jimez
6620,b,ɱ,N/A,Proto-Tanoan,Jimez
6621,ts,s,N/A,Proto-Tanoan,Jimez
6622,dz,z,N/A,Proto-Tanoan,Jimez
6623,s,c,N/A,Proto-Tanoan,Jimez
6624,ts',t',N/A,Proto-Tanoan,Jimez
6625,d,n, / _V[+nas],Proto-Tanoan,Jimez
6626,ts,t,N/A,Proto-Tanoan,Kiowa
6627,tsʰ,tʰ,N/A,Proto-Tanoan,Kiowa
6628,ts',t',N/A,Proto-Tanoan,Kiowa
6629,dz,d,N/A,Proto-Tanoan,Kiowa
6630,w,j,N/A,Proto-Tanoan,Kiowa
6631,s,ɬ,N/A,Proto-Tanoan,Taos
6632,ts,tʃ,N/A,Proto-Tanoan,Taos
6633,tsʰ,s,N/A,Proto-Tanoan,Taos
6634,ts',tʃ',N/A,Proto-Tanoan,Taos
6635,dz,j,N/A,Proto-Tanoan,Taos
6636,d,l, / _V[-nas],Proto-Tanoan,Taos
6637,d,n, / _V[+nas],Proto-Tanoan,Taos
6638,b,m,N/A,Proto-Tanoan,Tewa
6639,q,ʔ,N/A,Proto-Totozoquean,Proto-Mixe-Zoquean
6640,nʲ,l,N/A,Proto-Totozoquean,Proto-Totonacan
6641,tʲ,tʃ,N/A,Proto-Totozoquean,Proto-Totonacan
6642,kʲ,k,N/A,Proto-Totozoquean,Proto-Totonacan
6643,k,q,N/A,Proto-Totozoquean,Proto-Totonacan
6644,h,ɔ, / ! \#_,Proto-Totozoquean,Proto-Totonacan
6645,j,t,N/A,Proto-Totozoquean,Proto-Totonacan
6646,o,u,N/A,Proto-Totozoquean,Proto-Totonacan
6647,̰o,̰u,N/A,Proto-Totozoquean,Proto-Totonacan
6648,t,s, / \#_\ipa{i},Proto-Trans New Guinea,Asmat
6649,k,t, / \#_,Proto-Trans New Guinea,Asmat
6650,s,s, / \#_,Proto-Trans New Guinea,Asmat
6651,supermb,p, / V_V,Proto-Trans New Guinea,Asmat
6652,superNg,k, / V_V,Proto-Trans New Guinea,Asmat
6653,nj,s, / \#_ (?),Proto-Trans New Guinea,Binandere
6654,superNg,ɡ,N/A,Proto-Trans New Guinea,Kaeti
6655,supernd,d,N/A,Proto-Trans New Guinea,Kaeti
6656,superNg,k,N/A,Proto-Trans New Guinea,Kaeti
6657,ʔ,n, / before modal suffixes,Proto-Gorokan,North Fore
6658,ʔ,n, / before modal suffixes,Proto-Gorokan,South Fore
6659,m,mb, / \#_,Proto-Gorokan,South Fore
6660,n,nd, / \#_,Proto-Gorokan,South Fore
6661,r,ʔ, / _C,Proto-Gorokan,Siane
6662,r,ʔ," / _\{N,\#\}",Proto-Kainantu,Auyana
6663,d,n,N/A,Proto-Kainantu,Awa
6664,ʔ,ɔ," / _\{\ipa{p,t}\}",Proto-Kainantu,Awa
6665,nw,mb,N/A,Proto-Kainantu,Gadsup
6666,nr,nd,N/A,Proto-Kainantu,Gadsup
6667,w,ʔk,N/A,Proto-Kainantu,Usarufa
6668,r,ʔt,N/A,Proto-Kainantu,Usarufa
6669,l,:r,N/A,Proto-Trans New Guinea,Kalam
6670,p,t, / _\#,Proto-Trans New Guinea,K\^ate
6671,k,ʔ, / _\#,Proto-Trans New Guinea,K\^ate
6672,p,f,N/A,Proto-Trans New Guinea,K\^ate
6673,t,t, / _\# (?),Proto-Trans New Guinea,Selepet
6674,superNg,ɡ,N/A,Proto-Trans New Guinea,Selepet
6675,s,s, / \#_ (?),Proto-Trans New Guinea,Telefol
6676,ŋ,n, / _\# else,Proto-Uralic,Pre-Finnic
6677,iw,y, / _(C) (*),Proto-Uralic,Pre-Finnic
6678,ow,uː, / _(C) (*),Proto-Uralic,Pre-Finnic
6679,m,n," / _\{\ipa{t,ts\super j},\#\}",Proto-Uralic,Pre-Finnic
6680,ɤː?,ɑː?, / stressed,Proto-Uralic,Pre-Finnic
6681,ɤ,ɑ, / stressed,Proto-Uralic,Pre-Finnic
6682,ɑː,oː, / stressed,Proto-Uralic,Pre-Finnic
6683,ae:,eː, / stressed,Proto-Uralic,Pre-Finnic
6684,a,ae," / \{\ipa{a,e,}\^{e}\ipa{,i,y}\}(X)(C)(C)_, when unstressed",Proto-Uralic,Pre-Finnic
6685,w,o, / unstressed (possibly analogical),Proto-Uralic,Pre-Finnic
6686,i,e," / _C, when unstressed",Proto-Uralic,Pre-Finnic
6687,^e,e, / _(X)C\ipa{i},Pre-Finnic,Proto-Finnic
6688,̂o,o, / _(X)C\ipa{i},Pre-Finnic,Proto-Finnic
6689,^e,y, / _(X)CA,Pre-Finnic,Proto-Finnic
6690,^o,ɯ,N/A,Pre-Finnic,Proto-Finnic
6691,ɯ,i, / _(X)CA,Pre-Finnic,Proto-Finnic
6692,ej,i, / unstressed,Pre-Finnic,Proto-Finnic
6693,ae,e," / _\ipa{j}, unstressed",Pre-Finnic,Proto-Finnic
6694,ɑ,e," / ""\{\ipa{o,u}\}(X)C_\ipa{j}",Pre-Finnic,Proto-Finnic
6695,ɑ,o," / ""\{\ipa{a,e,i}\}(X)C_\ipa{j}",Pre-Finnic,Proto-Finnic
6696,ixi,o:,N/A,Pre-Finnic,Proto-Finnic
6697,uxu,oː,N/A,Pre-Finnic,Proto-Finnic
6698,ŋ,n, / _\ipa{t} (?),Pre-Finnic,Proto-Finnic
6699,ŋ,j, / _C\ipa{\super j} (possibly _F instead?),Pre-Finnic,Proto-Finnic
6700,ŋ,w," / _\{A,O,U\}",Pre-Finnic,Proto-Finnic
6701,ŋ,w," / \{O,U\}_",Pre-Finnic,Proto-Finnic
6702,ŋ,w, / _C ! _\ipa{k},Pre-Finnic,Proto-Finnic
6703,ŋ,w, / C_,Pre-Finnic,Proto-Finnic
6704,wi,oː,N/A,Pre-Finnic,Proto-Finnic
6705,ewi,o:,N/A,Pre-Finnic,Proto-Finnic
6706,i,ɔ, / \ipa{\ae w}_,Pre-Finnic,Proto-Finnic
6707,i,ɔ, / A\ipa{j}_\#,Pre-Finnic,Proto-Finnic
6708,i,ɔ," / \{\ipa{o,u}\}\ipa{j}_",Pre-Finnic,Proto-Finnic
6709,j,ɔ," / C_\ipa{i}\{C,\#\}",Pre-Finnic,Proto-Finnic
6710,uw,ow, / _C,Pre-Finnic,Proto-Finnic
6711,ij,ej, / _C,Pre-Finnic,Proto-Finnic
6712,tʃ,ʃ, / \#_,Pre-Finnic,Proto-Finnic
6713,tsʲ,sʲ, / \#_,Pre-Finnic,Proto-Finnic
6714,ðʲ,ð,N/A,Pre-Finnic,Proto-Finnic
6715,sʲ,s,N/A,Pre-Finnic,Proto-Finnic
6716,tsʲ:,tsː,N/A,Pre-Finnic,Proto-Finnic
6717,tsʲ,ts,N/A,Pre-Finnic,Proto-Finnic
6718,lʲ,l,N/A,Pre-Finnic,Proto-Finnic
6719,nʲ,ni, / \#(C)\ipa{i}_V,Pre-Finnic,Proto-Finnic
6720,nʲ,in, / V_V,Pre-Finnic,Proto-Finnic
6721,nʲ,n, / else,Pre-Finnic,Proto-Finnic
6722,n,ɔ, / _\ipa{t:},Pre-Finnic,Proto-Finnic
6723,w,ɔ, / \ipa{o}_\ipa{st} (*),Pre-Finnic,Proto-Finnic
6724,ð,t,N/A,Pre-Finnic,Proto-Finnic
6725,tʃ,ts," / _\ipa{k}, in South Estonian",Pre-Finnic,Proto-Finnic
6726,tk,k, / in Pre-Livonian (?),Pre-Finnic,Proto-Finnic
6727,tʃ,t,N/A,Pre-Finnic,Proto-Finnic
6728,tʃː,tʃ,N/A,Pre-Finnic,Proto-Finnic
6729,t,ts, / _\ipa{i} ! following a coronal obstruent or ``before a derivational suffix'',Pre-Finnic,Proto-Finnic
6730,tj,ts," / ! following a coronal obstruent or ``before a derivational suffix""",Pre-Finnic,Proto-Finnic
6731,ʃ,:s,N/A,Pre-Finnic,Proto-Finnic
6732,:s,x,N/A,Pre-Finnic,Proto-Finnic
6733,s,x, / _\ipa{l},Pre-Finnic,Proto-Finnic
6734,n,ɔ," / _\{\ipa{s,ts}\}",Pre-Finnic,Proto-Finnic
6735,i,ɔ," / \{VC,\ipa{ks}\}_ at the ends of a suffix",Proto-Finnic,Proto-Finnish
6736,e,ɔ, / C[+coronal]_\%,Proto-Finnic,Proto-Finnish
6737,pː,p;,N/A,Proto-Finnic,Proto-Finnish
6738,tː,t;,N/A,Proto-Finnic,Proto-Finnish
6739,tsː,ts;,N/A,Proto-Finnic,Proto-Finnish
6740,kː,k;,N/A,Proto-Finnic,Proto-Finnish
6741,p,b,N/A,Proto-Finnic,Proto-Finnish
6742,t,d,N/A,Proto-Finnic,Proto-Finnish
6743,ts,s,N/A,Proto-Finnic,Proto-Finnish
6744,s,z,N/A,Proto-Finnic,Proto-Finnish
6745,k,ɡ,N/A,Proto-Finnic,Proto-Finnish
6746,b,β, / ! N_,Proto-Finnic,Proto-Finnish
6747,d,ð, / ! N_,Proto-Finnic,Proto-Finnish
6748,ɡ,γ, / ! N_,Proto-Finnic,Proto-Finnish
6749,γ,j,N/A,Proto-Finnic,Proto-Finnish
6750,f,ʋ, / \#_,Proto-Finnic,Proto-Finnish
6751,ʋ,ɔ," / \#_\{\ipa{o,u,y}\}",Proto-Finnic,Proto-Finnish
6752,j,ɔ, / _\ipa{i} (*),Proto-Finnic,Proto-Finnish
6753,ɔ,ʋ," / \#_\{\ipa{y:,\o:,o:}\}",Proto-Finnic,Proto-Finnish
6754,oi,o, / unstressed,Proto-Finnic,Proto-Finnish
6755,kt,tː,N/A,Proto-Finnic,Proto-Finnish
6756,pt,tːs,N/A,Proto-Finnic,Proto-Finnish
6757,tːsn,sː,N/A,Proto-Finnic,Proto-Finnish
6758,tsn,sː,N/A,Proto-Finnic,Proto-Finnish
6759,kxtx,xː,N/A,Proto-Finnic,Proto-Finnish
6760,kx,xː,N/A,Proto-Finnic,Proto-Finnish
6761,rn,rː,N/A,Proto-Finnic,Proto-Finnish
6762,ln,lː,N/A,Proto-Finnic,Proto-Finnish
6763,ks,s, / _\#,Proto-Finnic,Proto-Finnish
6764,nts,t, / _\#,Proto-Finnic,Proto-Finnish
6765,ts,s,N/A,Proto-Finnic,Proto-Finnish
6766,ts;,θ;,N/A,Proto-Finnic,Proto-Finnish
6767,tsː,θː,N/A,Proto-Finnic,Proto-Finnish
6768,eː,ie,N/A,Proto-Finnish,Standard Finnish
6769,o:,yo,N/A,Proto-Finnish,Standard Finnish
6770,oː,uo,N/A,Proto-Finnish,Standard Finnish
6771,p;,p,N/A,Proto-Finnish,Standard Finnish
6772,t;,t,N/A,Proto-Finnish,Standard Finnish
6773,θ;,θ,N/A,Proto-Finnish,Standard Finnish
6774,k;,k,N/A,Proto-Finnish,Standard Finnish
6775,j,i," / C_, when initial in a suffix",Proto-Finnish,Standard Finnish
6776,sn,ns,N/A,Proto-Finnish,Standard Finnish
6777,t,ɔ, / \ipa{s}_\ipa{r},Proto-Finnish,Standard Finnish
6778,p,β,N/A,Proto-Finnish,Standard Finnish
6779,t,z,N/A,Proto-Finnish,Standard Finnish
6780,t,z,N/A,Proto-Finnish,Standard Finnish
6781,k,z,N/A,Proto-Finnish,Standard Finnish
6782,k,γ,N/A,Proto-Finnish,Standard Finnish
6783,β,ʋ,N/A,Proto-Finnish,Standard Finnish
6784,ʋ,ɔ, / _UC,Proto-Finnish,Standard Finnish
6785,ið,j," / ""V_V",Proto-Finnish,Standard Finnish
6786,lð,lː,N/A,Proto-Finnish,Standard Finnish
6787,rð,rː,N/A,Proto-Finnish,Standard Finnish
6788,ð,ɔ," / ! ""V(X)_",Proto-Finnish,Standard Finnish
6789,γ,j, / C_\ipa{e},Proto-Finnish,Standard Finnish
6790,γ,ʋ, / U_U,Proto-Finnish,Standard Finnish
6791,γ,ɔ, / else,Proto-Finnish,Standard Finnish
6792,h,ɔ, / V[-stress](X)_V,Proto-Finnish,Standard Finnish
6793,e,i," / A_, when unstressed",Proto-Finnish,Standard Finnish
6794,e,eː, / unstressed,Proto-Finnish,Standard Finnish
6795,ae,a, / \ipa{e}(C\textellipsis)_(C\textellipsis)\ipa{o},Proto-Finnish,Standard Finnish
6796,e,o, / \#(C\textellipsis)_\ipa{y},Proto-Finnish,Standard Finnish
6797,i,y, / \#(C\textellipsis)\ipa{l}_\ipa{y},Proto-Finnish,Standard Finnish
6798,i,y, / \#(C\textellipsis)_\ipa{v\ae},Proto-Finnish,Standard Finnish
6799,d,ɔ," / _\ipa{r} ``in inherited vocabulary""",Standard Finnish,Modern Standard Finnish
6800,tsʲ,sʲ, / ! \ipa{n}_,Proto-Finnic,Livonian
6801,ts,s, / ! \ipa{n}_,Proto-Finnic,Livonian
6802,e,ɤ," / _C(C)\{\ipa{a,o,u}\}",Proto-Finnic,Livonian
6803,ae,ɑ, / unstressed,Proto-Finnic,Livonian
6804,h,ɔ," / \{\#,C\}_",Proto-Finnic,Livonian
6805,ɑ,ae, / _(C\textellipsis)\ipa{i},Proto-Finnic,Livonian
6806,ae,e, / _(C\textellipsis)\ipa{i},Proto-Finnic,Livonian
6807,ɑ,ə, / VC(C)\ipa{A}C(C)_\# when unstressed,Proto-Finnic,Livonian
6808,p,b, / ! \#_ or adjacent to C[-voice],Proto-Finnic,Livonian
6809,tʲ,dʲ, / ! \#_ or adjacent to C[-voice],Proto-Finnic,Livonian
6810,t,d, / ! \#_ or adjacent to C[-voice],Proto-Finnic,Livonian
6811,sʲ,zʲ, / ! \#_ or adjacent to C[-voice],Proto-Finnic,Livonian
6812,s,z, / ! \#_ or adjacent to C[-voice],Proto-Finnic,Livonian
6813,k,ɡ, / ! \#_ or adjacent to C[-voice],Proto-Finnic,Livonian
6814,ɔ,ʔ, / (C)V_CV,Proto-Finnic,Livonian
6815,ə,ɔ, / _\#,Proto-Finnic,Livonian
6816,ə,ɔ, / VC_CV,Proto-Finnic,Livonian
6817,dj,dʲ,N/A,Proto-Finnic,Livonian
6818,lj,l:ʲ,N/A,Proto-Finnic,Livonian
6819,rj,r:ʲ,N/A,Proto-Finnic,Livonian
6820,ɡj,jɡ,N/A,Proto-Finnic,Livonian
6821,ʋ,ɔ," / \{\ipa{d,z}\}_",Proto-Finnic,Livonian
6822,lʋ,lː,N/A,Proto-Finnic,Livonian
6823,rʋ,rː,N/A,Proto-Finnic,Livonian
6824,jʋ,jː,N/A,Proto-Finnic,Livonian
6825,ʋ,ɔ, / C_,Proto-Finnic,Livonian
6826,eː,iːe,N/A,Proto-Finnic,Livonian
6827,o:,y:o,N/A,Proto-Finnic,Livonian
6828,oː,uːo,N/A,Proto-Finnic,Livonian
6829,ɤː,ɨː,N/A,Proto-Finnic,Livonian
6830,ɤ,ɨ,N/A,Proto-Finnic,Livonian
6831,ɦ,ʔ,N/A,Proto-Finnic,Livonian
6832,sʲ,ʃʲ,N/A,Proto-Finnic,Livonian
6833,tsʲ,tSʲ,N/A,Proto-Finnic,Livonian
6834,zʲ,ʒʲ,N/A,Proto-Finnic,Livonian
6835,dzʲ,dZʲ,N/A,Proto-Finnic,Livonian
6836,ae,ae,N/A,Proto-Finnic,Livonian
6837,y,u,N/A,Proto-Finnic,Livonian
6838,ey,eu,N/A,Proto-Finnic,Livonian
6839,y,i, / else,Proto-Finnic,Livonian
6840,o,e, / else,Proto-Finnic,Livonian
6841,a,aː, / VC_,Proto-Finnic,Livonian
6842,e,eː, / _C\ipa{A},Proto-Finnic,Livonian
6843,o,oː, / _C\ipa{A},Proto-Finnic,Livonian
6844,o,oː," / _\{RC\#,\ipa{i}\}",Proto-Finnic,Livonian
6845,eː,je,N/A,Proto-Finnic,Livonian
6846,oː,wo,N/A,Proto-Finnic,Livonian
6847,w,ʋ, / \#_\ipa{o},Proto-Finnic,Livonian
6848,wo,υ, / P_,Proto-Finnic,Livonian
6849,k,q, / _V[+low],Proto-Uto-Aztecan,Hopi
6850,i,j, / \ipa{h}_ ! _\#,Proto-Uto-Aztecan,Hopi
6851,w,l," / \{\#,V[+low]\}_V[+low]",Proto-Uto-Aztecan,Hopi
6852,p,v, / ``other conditions not known'',Proto-Uto-Aztecan,Luise\~no
6853,t,l, / medially,Proto-Uto-Aztecan,Luise\~no
6854,ts,tʃ,N/A,Proto-Uto-Aztecan,Luise\~no
6855,k,q, / \#_V[+low],Proto-Uto-Aztecan,Luise\~no
6856,k,x, / \ipa{a}_,Proto-Uto-Aztecan,Luise\~no
6857,ʔ,ɔ, / \#_,Proto-Uto-Aztecan,Luise\~no
6858,l,n, / medially,Proto-Uto-Aztecan,Luise\~no
6859,o,e,N/A,Proto-Uto-Aztecan,Luise\~no
6860,ɨ,o,N/A,Proto-Uto-Aztecan,Luise\~no
6861,s,ʃ, / _\ipa{i},Proto-Uto-Aztecan,Nahuatl
6862,ts,tʃ, / _\ipa{i},Proto-Uto-Aztecan,Nahuatl
6863,ŋ,n,N/A,Proto-Uto-Aztecan,Nahuatl
6864,m,n, / _\#,Proto-Uto-Aztecan,Nahuatl
6865,l,n, / \#_,Proto-Uto-Aztecan,Nahuatl
6866,w,ɔ, / _\ipa{o},Proto-Uto-Aztecan,Nahuatl
6867,ts,z, / V_V,Proto-Mono-Kawaiisu,Kawaiisu
6868,hts,z, / V_\ipa{i},Proto-Mono-Kawaiisu,Kawaiisu
6869,h,ɔ, / V_\ipa{ts}V,Proto-Mono-Kawaiisu,Kawaiisu
6870,h,ɔ," / _\{\ipa{n,s,P}\}",Proto-Mono-Kawaiisu,Kawaiisu
6871,p,b, / \ipa{m}_,Proto-Mono-Kawaiisu,Kawaiisu
6872,jː,j,N/A,Proto-Mono-Kawaiisu,Kawaiisu
6873,a,o, / P_,Proto-Mono-Kawaiisu,Kawaiisu
6874,kw,q, / _\ipa{a},Proto-Mono-Kawaiisu,Mono
6875,hkʷ,hqʷ," / _\{\ipa{o,a}\}",Proto-Mono-Kawaiisu,Mono
6876,kʷ,hq," / _\{\ipa{o,a}\}",Proto-Mono-Kawaiisu,Mono
6877,m,h, / _\ipa{p},Proto-Mono-Kawaiisu,Mono
6878,nː,h,N/A,Proto-Mono-Kawaiisu,Mono
6879,ɨ,i, / _\ipa{h},Proto-Mono-Kawaiisu,Mono
6880,t,tʃ, / _V[+high],Proto-Uto-Aztecan,Tohono O'odham
6881,ts,s, / _\ipa{i},Proto-Uto-Aztecan,Tohono O'odham
6882,kʷ,b,N/A,Proto-Uto-Aztecan,Tohono O'odham
6883,h,ʔ, / \#_,Proto-Uto-Aztecan,Tohono O'odham
6884,s,h,N/A,Proto-Uto-Aztecan,Tohono O'odham
6885,ŋ,n,N/A,Proto-Uto-Aztecan,Tohono O'odham
6886,n,ɲ, / _V[+high],Proto-Uto-Aztecan,Tohono O'odham
6887,l,ɲ, / \#_ ``(in doubt; initial *l occurs in too few cognates to be sure. Apparently PUA initial *l was rare and is of questionable certainty whether it existed at all.)'',Proto-Uto-Aztecan,Tohono O'odham
6888,l,:l,N/A,Proto-Uto-Aztecan,Tohono O'odham
6889,:l,:d, / _\ipa{a},Proto-Uto-Aztecan,Tohono O'odham
6890,w,ɡ,N/A,Proto-Uto-Aztecan,Tohono O'odham
6891,j,dʒ, / _V[+high],Proto-Uto-Aztecan,Tohono O'odham
6892,j,d, / _V[+low],Proto-Uto-Aztecan,Tohono O'odham
6893,i,ɔ, / \ipa{ts}_\#,Proto-Uto-Aztecan,Tohono O'odham
